"year","inc_type","prop_use","fires","battery"
"2016","Fire, other","Parking","664","2"
"2016","Fire, other","PROPERTY USE","67","0"
"2016","Fire, other","Residential","17867","19"
"2016","Fire, other","Roadway","2849","3"
"2016","Fire, other","Storage","721","0"
"2016","Fire, other",NULL,"2701","0"
"2016","Mobile property (vehicle) fire","Assembly","1923","1"
"2016","Mobile property (vehicle) fire","Educational","559","1"
"2016","Mobile property (vehicle) fire","Health Care, Detention & Correction","438","0"
"2016","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2104","2"
"2016","Mobile property (vehicle) fire","Manufacturing, processing","571","1"
"2016","Mobile property (vehicle) fire","Mercantile, Business","8237","8"
"2016","Mobile property (vehicle) fire","Outside or special property","12542","5"
"2016","Mobile property (vehicle) fire","Parking","23043","8"
"2016","Mobile property (vehicle) fire","PROPERTY USE","139","0"
"2016","Mobile property (vehicle) fire","Residential","12249","6"
"2016","Mobile property (vehicle) fire","Roadway","77711","31"
"2016","Mobile property (vehicle) fire","Storage","1311","2"
"2016","Mobile property (vehicle) fire",NULL,"8154","3"
"2016","Natural vegetation fire","Assembly","3040","0"
"2016","Natural vegetation fire","Educational","662","0"
"2016","Natural vegetation fire","Health Care, Detention & Correction","728","0"
"2016","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","7616","0"
"2016","Natural vegetation fire","Manufacturing, processing","288","0"
"2016","Natural vegetation fire","Mercantile, Business","4653","0"
"2016","Natural vegetation fire","Outside or special property","81367","2"
"2016","Natural vegetation fire","Parking","5208","0"
"2016","Natural vegetation fire","PROPERTY USE","618","0"
"2016","Natural vegetation fire","Residential","22468","0"
"2016","Natural vegetation fire","Roadway","25197","2"
"2016","Natural vegetation fire","Storage","587","0"
"2016","Natural vegetation fire",NULL,"7877","0"
"2016","Outside rubbish fire","Assembly","1162","0"
"2016","Outside rubbish fire","Educational","294","0"
"2016","Outside rubbish fire","Health Care, Detention & Correction","127","0"
"2016","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","345","0"
"2016","Outside rubbish fire","Manufacturing, processing","256","0"
"2016","Outside rubbish fire","Mercantile, Business","1743","0"
"2016","Outside rubbish fire","Outside or special property","9697","1"
"2016","Outside rubbish fire","Parking","3186","0"
"2016","Outside rubbish fire","PROPERTY USE","36","0"
"2016","Outside rubbish fire","Residential","9454","0"
"2016","Outside rubbish fire","Roadway","5448","2"
"2016","Outside rubbish fire","Storage","511","0"
"2016","Outside rubbish fire",NULL,"2586","0"
"2016","Special outside fire","Assembly","957","0"
"2016","Special outside fire","Educational","269","0"
"2016","Special outside fire","Health Care, Detention & Correction","172","0"
"2016","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1109","0"
"2016","Special outside fire","Manufacturing, processing","450","0"
"2016","Special outside fire","Mercantile, Business","1364","0"
"2016","Special outside fire","Outside or special property","6513","0"
"2016","Special outside fire","Parking","1098","3"
"2016","Special outside fire","PROPERTY USE","25","0"
"2016","Special outside fire","Residential","7872","3"
"2016","Special outside fire","Roadway","3690","2"
"2016","Special outside fire","Storage","1807","0"
"2016","Special outside fire",NULL,"1357","1"
"2016","Structure Fire","Assembly","6075","2"
"2016","Structure Fire","Educational","1612","4"
"2016","Structure Fire","Health Care, Detention & Correction","1965","2"
"2016","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1595","1"
"2016","Structure Fire","Manufacturing, processing","2979","6"
"2016","Structure Fire","Mercantile, Business","9052","15"
"2016","Structure Fire","Outside or special property","3498","0"
"2016","Structure Fire","Parking","4832","4"
"2016","Structure Fire","PROPERTY USE","686","0"
"2016","Structure Fire","Residential","159391","84"
"2016","Structure Fire","Roadway","4490","1"
"2016","Structure Fire","Storage","10514","6"
"2016","Structure Fire",NULL,"3488","0"
"2016",NULL,"Assembly","2","0"
"2016",NULL,"Educational","5","0"
"2016",NULL,"Mercantile, Business","2","0"
"2016",NULL,"Outside or special property","2","0"
"2016",NULL,"Parking","1","0"
"2016",NULL,"Residential","56","0"
"2016",NULL,"Roadway","13","0"
"2016",NULL,NULL,"1","0"
"2017","Cultivated vegetation, crop fire","Assembly","35","0"
"2017","Cultivated vegetation, crop fire","Educational","7","0"
"2017","Cultivated vegetation, crop fire","Health Care, Detention & Correction","17","0"
"2017","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","679","0"
"2017","Cultivated vegetation, crop fire","Manufacturing, processing","38","0"
"2017","Cultivated vegetation, crop fire","Mercantile, Business","81","0"
"2017","Cultivated vegetation, crop fire","Outside or special property","1608","0"
"2017","Cultivated vegetation, crop fire","Parking","68","0"
"2017","Cultivated vegetation, crop fire","PROPERTY USE","19","0"
"2017","Cultivated vegetation, crop fire","Residential","308","0"
"2017","Cultivated vegetation, crop fire","Roadway","252","0"
"2017","Cultivated vegetation, crop fire","Storage","132","0"
"2017","Cultivated vegetation, crop fire",NULL,"278","0"
"2017","Fire in mobile property used as a fixed structure","Assembly","70","0"
"2017","Fire in mobile property used as a fixed structure","Educational","41","0"
"2017","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","6","0"
"2017","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","46","1"
"2017","Fire in mobile property used as a fixed structure","Manufacturing, processing","21","0"
"2017","Fire in mobile property used as a fixed structure","Mercantile, Business","153","0"
"2017","Fire in mobile property used as a fixed structure","Outside or special property","646","0"
"2017","Fire in mobile property used as a fixed structure","Parking","197","0"
"2017","Fire in mobile property used as a fixed structure","PROPERTY USE","78","0"
"2017","Fire in mobile property used as a fixed structure","Residential","6677","1"
"2017","Fire in mobile property used as a fixed structure","Roadway","492","1"
"2017","Fire in mobile property used as a fixed structure","Storage","519","0"
"2017","Fire in mobile property used as a fixed structure",NULL,"302","0"
"2017","Fire, other","Assembly","1252","1"
"2017","Fire, other","Educational","534","4"
"2017","Fire, other","Health Care, Detention & Correction","522","1"
"2017","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","635","0"
"2017","Fire, other","Manufacturing, processing","794","2"
"2017","Fire, other","Mercantile, Business","2075","1"
"2017","Fire, other","Outside or special property","3910","2"
"2017","Fire, other","Parking","649","4"
"2017","Fire, other","PROPERTY USE","55","0"
"2017","Fire, other","Residential","17406","19"
"2017","Fire, other","Roadway","2932","2"
"2017","Fire, other","Storage","679","2"
"2017","Fire, other",NULL,"2551","2"
"2017","Mobile property (vehicle) fire","Assembly","1779","0"
"2017","Mobile property (vehicle) fire","Educational","547","0"
"2017","Mobile property (vehicle) fire","Health Care, Detention & Correction","421","0"
"2017","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2016","0"
"2017","Mobile property (vehicle) fire","Manufacturing, processing","555","2"
"2017","Mobile property (vehicle) fire","Mercantile, Business","7712","2"
"2017","Mobile property (vehicle) fire","Outside or special property","12455","4"
"2017","Mobile property (vehicle) fire","Parking","21751","5"
"2017","Mobile property (vehicle) fire","PROPERTY USE","154","0"
"2017","Mobile property (vehicle) fire","Residential","12142","8"
"2017","Mobile property (vehicle) fire","Roadway","77141","24"
"2017","Mobile property (vehicle) fire","Storage","1244","1"
"2017","Mobile property (vehicle) fire",NULL,"7636","1"
"2017","Natural vegetation fire","Assembly","2521","0"
"2017","Natural vegetation fire","Educational","539","0"
"2017","Natural vegetation fire","Health Care, Detention & Correction","523","0"
"2017","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","6710","1"
"2017","Natural vegetation fire","Manufacturing, processing","236","0"
"2017","Natural vegetation fire","Mercantile, Business","3576","0"
"2017","Natural vegetation fire","Outside or special property","75024","2"
"2017","Natural vegetation fire","Parking","3896","0"
"2017","Natural vegetation fire","PROPERTY USE","652","0"
"2017","Natural vegetation fire","Residential","21528","1"
"2017","Natural vegetation fire","Roadway","23198","0"
"2017","Natural vegetation fire","Storage","559","1"
"2017","Natural vegetation fire",NULL,"6679","0"
"2017","Outside rubbish fire","Assembly","1236","0"
"2017","Outside rubbish fire","Educational","312","0"
"2017","Outside rubbish fire","Health Care, Detention & Correction","123","0"
"2017","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","390","0"
"2017","Outside rubbish fire","Manufacturing, processing","260","0"
"2017","Outside rubbish fire","Mercantile, Business","1670","0"
"2017","Outside rubbish fire","Outside or special property","10319","0"
"2017","Outside rubbish fire","Parking","3200","1"
"2017","Outside rubbish fire","PROPERTY USE","34","0"
"2017","Outside rubbish fire","Residential","9744","0"
"2017","Outside rubbish fire","Roadway","6266","0"
"2017","Outside rubbish fire","Storage","528","0"
"2017","Outside rubbish fire",NULL,"2758","0"
"2017","Special outside fire","Assembly","911","1"
"2017","Special outside fire","Educational","231","0"
"2017","Special outside fire","Health Care, Detention & Correction","168","0"
"2017","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","980","1"
"2017","Special outside fire","Manufacturing, processing","400","0"
"2017","Special outside fire","Mercantile, Business","1182","1"
"2017","Special outside fire","Outside or special property","6035","2"
"2017","Special outside fire","Parking","1030","3"
"2017","Special outside fire","PROPERTY USE","21","0"
"2017","Special outside fire","Residential","7550","2"
"2017","Special outside fire","Roadway","3598","2"
"2017","Special outside fire","Storage","1627","1"
"2017","Special outside fire",NULL,"1210","0"
"2017","Structure Fire","Assembly","6054","1"
"2017","Structure Fire","Educational","1614","3"
"2017","Structure Fire","Health Care, Detention & Correction","1966","5"
"2017","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1633","2"
"2017","Structure Fire","Manufacturing, processing","2791","3"
"2017","Structure Fire","Mercantile, Business","9085","10"
"2017","Structure Fire","Outside or special property","3681","0"
"2017","Structure Fire","Parking","4968","3"
"2017","Structure Fire","PROPERTY USE","841","0"
"2017","Structure Fire","Residential","153024","86"
"2017","Structure Fire","Roadway","5312","2"
"2017","Structure Fire","Storage","10420","5"
"2017","Structure Fire",NULL,"3501","0"
"2017",NULL,"Assembly","5","0"
"2017",NULL,"Educational","2","0"
"2017",NULL,"Health Care, Detention & Correction","1","0"
"2017",NULL,"Mercantile, Business","8","0"
"2017",NULL,"Outside or special property","3","0"
"2017",NULL,"Parking","4","0"
"2017",NULL,"PROPERTY USE","1","0"
"2017",NULL,"Residential","80","0"
"2017",NULL,"Roadway","45","0"
"2017",NULL,"Storage","4","0"
"2017",NULL,NULL,"1","0"
"2018","Cultivated vegetation, crop fire","Assembly","52","0"
"2018","Cultivated vegetation, crop fire","Educational","7","0"
"2018","Cultivated vegetation, crop fire","Health Care, Detention & Correction","15","0"
"2018","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","638","1"
"2018","Cultivated vegetation, crop fire","Manufacturing, processing","28","0"
"2018","Cultivated vegetation, crop fire","Mercantile, Business","79","0"
"2018","Cultivated vegetation, crop fire","Outside or special property","1529","0"
"2018","Cultivated vegetation, crop fire","Parking","80","0"
"2018","Cultivated vegetation, crop fire","PROPERTY USE","17","0"
"2018","Cultivated vegetation, crop fire","Residential","323","0"
"2018","Cultivated vegetation, crop fire","Roadway","254","0"
"2018","Cultivated vegetation, crop fire","Storage","122","0"
"2018","Cultivated vegetation, crop fire",NULL,"237","0"
"2018","Fire in mobile property used as a fixed structure","Assembly","89","0"
"2018","Fire in mobile property used as a fixed structure","Educational","40","0"
"2018","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","7","0"
"2018","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","50","0"
"2018","Fire in mobile property used as a fixed structure","Manufacturing, processing","26","0"
"2018","Fire in mobile property used as a fixed structure","Mercantile, Business","149","0"
"2018","Fire in mobile property used as a fixed structure","Outside or special property","676","0"
"2018","Fire in mobile property used as a fixed structure","Parking","246","2"
"2018","Fire in mobile property used as a fixed structure","PROPERTY USE","111","0"
"2018","Fire in mobile property used as a fixed structure","Residential","7073","2"
"2018","Fire in mobile property used as a fixed structure","Roadway","517","4"
"2018","Fire in mobile property used as a fixed structure","Storage","510","0"
"2018","Fire in mobile property used as a fixed structure",NULL,"311","0"
"2018","Fire, other","Assembly","1143","2"
"2018","Fire, other","Educational","409","1"
"2018","Fire, other","Health Care, Detention & Correction","606","0"
"2018","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","610","0"
"2018","Fire, other","Manufacturing, processing","735","1"
"2018","Fire, other","Mercantile, Business","2197","2"
"2018","Fire, other","Outside or special property","3972","3"
"2018","Fire, other","Parking","648","1"
"2018","Fire, other","PROPERTY USE","94","0"
"2018","Fire, other","Residential","16860","14"
"2018","Fire, other","Roadway","2874","3"
"2018","Fire, other","Storage","629","2"
"2018","Fire, other",NULL,"2337","2"
"2018","Mobile property (vehicle) fire","Assembly","1896","0"
"2018","Mobile property (vehicle) fire","Educational","506","0"
"2018","Mobile property (vehicle) fire","Health Care, Detention & Correction","419","0"
"2018","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","1993","1"
"2018","Mobile property (vehicle) fire","Manufacturing, processing","542","0"
"2018","Mobile property (vehicle) fire","Mercantile, Business","7873","3"
"2018","Mobile property (vehicle) fire","Outside or special property","12970","7"
"2018","Mobile property (vehicle) fire","Parking","21744","12"
"2018","Mobile property (vehicle) fire","PROPERTY USE","186","0"
"2018","Mobile property (vehicle) fire","Residential","12593","5"
"2018","Mobile property (vehicle) fire","Roadway","77871","28"
"2018","Mobile property (vehicle) fire","Storage","1353","1"
"2018","Mobile property (vehicle) fire",NULL,"7526","1"
"2018","Natural vegetation fire","Assembly","2289","0"
"2018","Natural vegetation fire","Educational","474","0"
"2018","Natural vegetation fire","Health Care, Detention & Correction","603","0"
"2018","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","5465","0"
"2018","Natural vegetation fire","Manufacturing, processing","222","0"
"2018","Natural vegetation fire","Mercantile, Business","3655","0"
"2018","Natural vegetation fire","Outside or special property","64734","0"
"2018","Natural vegetation fire","Parking","4017","0"
"2018","Natural vegetation fire","PROPERTY USE","519","0"
"2018","Natural vegetation fire","Residential","19475","0"
"2018","Natural vegetation fire","Roadway","20989","3"
"2018","Natural vegetation fire","Storage","537","0"
"2018","Natural vegetation fire",NULL,"5963","0"
"2018","Outside rubbish fire","Assembly","1176","0"
"2018","Outside rubbish fire","Educational","276","0"
"2018","Outside rubbish fire","Health Care, Detention & Correction","132","0"
"2018","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","394","0"
"2018","Outside rubbish fire","Manufacturing, processing","301","0"
"2018","Outside rubbish fire","Mercantile, Business","1970","2"
"2018","Outside rubbish fire","Outside or special property","11133","1"
"2018","Outside rubbish fire","Parking","3406","0"
"2018","Outside rubbish fire","PROPERTY USE","23","0"
"2018","Outside rubbish fire","Residential","11695","1"
"2018","Outside rubbish fire","Roadway","7138","1"
"2018","Outside rubbish fire","Storage","625","1"
"2018","Outside rubbish fire",NULL,"2990","0"
"2018","Special outside fire","Assembly","809","1"
"2018","Special outside fire","Educational","237","0"
"2018","Special outside fire","Health Care, Detention & Correction","182","0"
"2018","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1064","0"
"2018","Special outside fire","Manufacturing, processing","436","0"
"2018","Special outside fire","Mercantile, Business","1189","2"
"2018","Special outside fire","Outside or special property","5882","6"
"2018","Special outside fire","Parking","1062","1"
"2018","Special outside fire","PROPERTY USE","23","0"
"2018","Special outside fire","Residential","7296","5"
"2018","Special outside fire","Roadway","3560","4"
"2018","Special outside fire","Storage","1538","2"
"2018","Special outside fire",NULL,"1387","0"
"2018","Structure Fire","Assembly","6385","1"
"2018","Structure Fire","Educational","1649","1"
"2018","Structure Fire","Health Care, Detention & Correction","2089","3"
"2018","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1786","0"
"2018","Structure Fire","Manufacturing, processing","3035","2"
"2018","Structure Fire","Mercantile, Business","9412","12"
"2018","Structure Fire","Outside or special property","4060","1"
"2018","Structure Fire","Parking","4723","10"
"2018","Structure Fire","PROPERTY USE","894","0"
"2018","Structure Fire","Residential","158826","114"
"2018","Structure Fire","Roadway","5412","1"
"2018","Structure Fire","Storage","10278","5"
"2018","Structure Fire",NULL,"3470","1"
"2018",NULL,"Assembly","3","0"
"2018",NULL,"Educational","1","0"
"2018",NULL,"Health Care, Detention & Correction","3","0"
"2018",NULL,"Mercantile, Business","6","0"
"2018",NULL,"Outside or special property","3","0"
"2018",NULL,"Parking","3","0"
"2018",NULL,"PROPERTY USE","2","0"
"2018",NULL,"Residential","58","0"
"2018",NULL,"Roadway","53","0"
"2018",NULL,"Storage","2","0"
"2018",NULL,NULL,"3","0"
"2019","Cultivated vegetation, crop fire","Assembly","44","0"
"2019","Cultivated vegetation, crop fire","Educational","9","0"
"2019","Cultivated vegetation, crop fire","Health Care, Detention & Correction","7","0"
"2019","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","642","0"
"2019","Cultivated vegetation, crop fire","Manufacturing, processing","34","0"
"2019","Cultivated vegetation, crop fire","Mercantile, Business","64","0"
"2019","Cultivated vegetation, crop fire","Outside or special property","1393","0"
"2019","Cultivated vegetation, crop fire","Parking","88","0"
"2019","Cultivated vegetation, crop fire","Residential","294","0"
"2019","Cultivated vegetation, crop fire","Roadway","252","0"
"2019","Cultivated vegetation, crop fire","Storage","132","0"
"2019","Cultivated vegetation, crop fire",NULL,"262","0"
"2019","Fire in mobile property used as a fixed structure","Assembly","107","0"
"2019","Fire in mobile property used as a fixed structure","Educational","32","0"
"2019","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","9","0"
"2019","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","48","0"
"2019","Fire in mobile property used as a fixed structure","Manufacturing, processing","17","0"
"2019","Fire in mobile property used as a fixed structure","Mercantile, Business","144","1"
"2019","Fire in mobile property used as a fixed structure","Outside or special property","818","1"
"2019","Fire in mobile property used as a fixed structure","Parking","217","0"
"2019","Fire in mobile property used as a fixed structure","Residential","7173","4"
"2019","Fire in mobile property used as a fixed structure","Roadway","563","3"
"2019","Fire in mobile property used as a fixed structure","Storage","555","0"
"2019","Fire in mobile property used as a fixed structure",NULL,"453","0"
"2019","Fire, other","Assembly","1193","0"
"2019","Fire, other","Educational","412","0"
"2019","Fire, other","Health Care, Detention & Correction","539","2"
"2019","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","500","0"
"2019","Fire, other","Manufacturing, processing","674","1"
"2019","Fire, other","Mercantile, Business","1906","4"
"2019","Fire, other","Outside or special property","3397","1"
"2019","Fire, other","Parking","590","2"
"2019","Fire, other","Residential","15210","13"
"2019","Fire, other","Roadway","2592","5"
"2019","Fire, other","Storage","520","2"
"2019","Fire, other",NULL,"2373","0"
"2019","Mobile property (vehicle) fire","Assembly","1909","2"
"2019","Mobile property (vehicle) fire","Educational","448","0"
"2019","Mobile property (vehicle) fire","Health Care, Detention & Correction","406","1"
"2019","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2038","0"
"2019","Mobile property (vehicle) fire","Manufacturing, processing","531","0"
"2019","Mobile property (vehicle) fire","Mercantile, Business","7951","6"
"2019","Mobile property (vehicle) fire","Outside or special property","13325","1"
"2019","Mobile property (vehicle) fire","Parking","21677","13"
"2019","Mobile property (vehicle) fire","Residential","13116","5"
"2019","Mobile property (vehicle) fire","Roadway","77452","30"
"2019","Mobile property (vehicle) fire","Storage","1338","1"
"2019","Mobile property (vehicle) fire",NULL,"7489","2"
"2019","Natural vegetation fire","Assembly","2199","0"
"2019","Natural vegetation fire","Educational","424","0"
"2019","Natural vegetation fire","Health Care, Detention & Correction","556","0"
"2019","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","5169","0"
"2019","Natural vegetation fire","Manufacturing, processing","206","0"
"2019","Natural vegetation fire","Mercantile, Business","3344","0"
"2019","Natural vegetation fire","Outside or special property","55205","0"
"2019","Natural vegetation fire","Parking","3780","1"
"2019","Natural vegetation fire","Residential","19356","1"
"2019","Natural vegetation fire","Roadway","20106","1"
"2019","Natural vegetation fire","Storage","461","0"
"2019","Natural vegetation fire",NULL,"5637","0"
"2019","Outside rubbish fire","Assembly","1270","0"
"2019","Outside rubbish fire","Educational","260","0"
"2019","Outside rubbish fire","Health Care, Detention & Correction","136","0"
"2019","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","501","1"
"2019","Outside rubbish fire","Manufacturing, processing","369","0"
"2019","Outside rubbish fire","Mercantile, Business","2558","1"
"2019","Outside rubbish fire","Outside or special property","11609","1"
"2019","Outside rubbish fire","Parking","3614","0"
"2019","Outside rubbish fire","Residential","14817","3"
"2019","Outside rubbish fire","Roadway","6994","3"
"2019","Outside rubbish fire","Storage","644","0"
"2019","Outside rubbish fire",NULL,"3110","0"
"2019","Special outside fire","Assembly","823","2"
"2019","Special outside fire","Educational","196","0"
"2019","Special outside fire","Health Care, Detention & Correction","131","0"
"2019","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","1062","1"
"2019","Special outside fire","Manufacturing, processing","414","2"
"2019","Special outside fire","Mercantile, Business","1132","0"
"2019","Special outside fire","Outside or special property","5340","1"
"2019","Special outside fire","Parking","972","0"
"2019","Special outside fire","Residential","7228","6"
"2019","Special outside fire","Roadway","3188","7"
"2019","Special outside fire","Storage","1689","1"
"2019","Special outside fire",NULL,"1460","0"
"2019","Structure Fire","Assembly","6698","2"
"2019","Structure Fire","Educational","1643","2"
"2019","Structure Fire","Health Care, Detention & Correction","2225","6"
"2019","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1744","4"
"2019","Structure Fire","Manufacturing, processing","3226","4"
"2019","Structure Fire","Mercantile, Business","9452","12"
"2019","Structure Fire","Outside or special property","4651","1"
"2019","Structure Fire","Parking","4675","4"
"2019","Structure Fire","Residential","159996","108"
"2019","Structure Fire","Roadway","5868","1"
"2019","Structure Fire","Storage","10827","11"
"2019","Structure Fire",NULL,"4728","2"
"2019",NULL,"Assembly","7","0"
"2019",NULL,"Educational","1","0"
"2019",NULL,"Health Care, Detention & Correction","11","0"
"2019",NULL,"Industrial, Utility, Defense, Agriculture, Mining","2","0"
"2019",NULL,"Mercantile, Business","10","0"
"2019",NULL,"Outside or special property","2","0"
"2019",NULL,"Parking","2","0"
"2019",NULL,"Residential","80","0"
"2019",NULL,"Roadway","168","0"
"2019",NULL,"Storage","2","0"
"2019",NULL,NULL,"4","0"
"2020","Cultivated vegetation, crop fire","Assembly","45","0"
"2020","Cultivated vegetation, crop fire","Educational","6","0"
"2020","Cultivated vegetation, crop fire","Health Care, Detention & Correction","12","0"
"2020","Cultivated vegetation, crop fire","Industrial, Utility, Defense, Agriculture, Mining","725","0"
"2020","Cultivated vegetation, crop fire","Manufacturing, processing","16","0"
"2020","Cultivated vegetation, crop fire","Mercantile, Business","55","0"
"2020","Cultivated vegetation, crop fire","Outside or special property","1348","0"
"2020","Cultivated vegetation, crop fire","Parking","80","0"
"2020","Cultivated vegetation, crop fire","Residential","296","0"
"2020","Cultivated vegetation, crop fire","Roadway","194","0"
"2020","Cultivated vegetation, crop fire","Storage","102","0"
"2020","Cultivated vegetation, crop fire",NULL,"173","0"
"2020","Fire in mobile property used as a fixed structure","Assembly","94","1"
"2020","Fire in mobile property used as a fixed structure","Educational","23","0"
"2020","Fire in mobile property used as a fixed structure","Health Care, Detention & Correction","10","0"
"2020","Fire in mobile property used as a fixed structure","Industrial, Utility, Defense, Agriculture, Mining","38","0"
"2020","Fire in mobile property used as a fixed structure","Manufacturing, processing","19","0"
"2020","Fire in mobile property used as a fixed structure","Mercantile, Business","142","0"
"2020","Fire in mobile property used as a fixed structure","Outside or special property","809","2"
"2020","Fire in mobile property used as a fixed structure","Parking","261","0"
"2020","Fire in mobile property used as a fixed structure","Residential","6030","3"
"2020","Fire in mobile property used as a fixed structure","Roadway","568","1"
"2020","Fire in mobile property used as a fixed structure","Storage","504","0"
"2020","Fire in mobile property used as a fixed structure",NULL,"396","0"
"2020","Fire, other","Assembly","971","1"
"2020","Fire, other","Educational","269","1"
"2020","Fire, other","Health Care, Detention & Correction","417","2"
"2020","Fire, other","Industrial, Utility, Defense, Agriculture, Mining","513","2"
"2020","Fire, other","Manufacturing, processing","438","0"
"2020","Fire, other","Mercantile, Business","1483","4"
"2020","Fire, other","Outside or special property","3662","0"
"2020","Fire, other","Parking","676","1"
"2020","Fire, other","Residential","13057","18"
"2020","Fire, other","Roadway","2782","6"
"2020","Fire, other","Storage","465","2"
"2020","Fire, other",NULL,"2237","1"
"2020","Mobile property (vehicle) fire","Assembly","1377","0"
"2020","Mobile property (vehicle) fire","Educational","280","0"
"2020","Mobile property (vehicle) fire","Health Care, Detention & Correction","277","0"
"2020","Mobile property (vehicle) fire","Industrial, Utility, Defense, Agriculture, Mining","2012","1"
"2020","Mobile property (vehicle) fire","Manufacturing, processing","414","0"
"2020","Mobile property (vehicle) fire","Mercantile, Business","6681","3"
"2020","Mobile property (vehicle) fire","Outside or special property","12565","7"
"2020","Mobile property (vehicle) fire","Parking","18089","8"
"2020","Mobile property (vehicle) fire","Residential","13065","8"
"2020","Mobile property (vehicle) fire","Roadway","68416","29"
"2020","Mobile property (vehicle) fire","Storage","1212","2"
"2020","Mobile property (vehicle) fire",NULL,"6318","2"
"2020","Natural vegetation fire","Assembly","1936","0"
"2020","Natural vegetation fire","Educational","350","0"
"2020","Natural vegetation fire","Health Care, Detention & Correction","440","0"
"2020","Natural vegetation fire","Industrial, Utility, Defense, Agriculture, Mining","4877","0"
"2020","Natural vegetation fire","Manufacturing, processing","154","0"
"2020","Natural vegetation fire","Mercantile, Business","3021","0"
"2020","Natural vegetation fire","Outside or special property","53576","2"
"2020","Natural vegetation fire","Parking","3735","1"
"2020","Natural vegetation fire","Residential","19363","1"
"2020","Natural vegetation fire","Roadway","17934","1"
"2020","Natural vegetation fire","Storage","426","0"
"2020","Natural vegetation fire",NULL,"4794","0"
"2020","Outside rubbish fire","Assembly","1388","0"
"2020","Outside rubbish fire","Educational","243","0"
"2020","Outside rubbish fire","Health Care, Detention & Correction","145","0"
"2020","Outside rubbish fire","Industrial, Utility, Defense, Agriculture, Mining","608","0"
"2020","Outside rubbish fire","Manufacturing, processing","327","0"
"2020","Outside rubbish fire","Mercantile, Business","3146","2"
"2020","Outside rubbish fire","Outside or special property","14595","0"
"2020","Outside rubbish fire","Parking","4634","3"
"2020","Outside rubbish fire","Residential","18040","3"
"2020","Outside rubbish fire","Roadway","9772","3"
"2020","Outside rubbish fire","Storage","764","1"
"2020","Outside rubbish fire",NULL,"2539","0"
"2020","Special outside fire","Assembly","714","0"
"2020","Special outside fire","Educational","159","0"
"2020","Special outside fire","Health Care, Detention & Correction","127","0"
"2020","Special outside fire","Industrial, Utility, Defense, Agriculture, Mining","937","1"
"2020","Special outside fire","Manufacturing, processing","334","0"
"2020","Special outside fire","Mercantile, Business","1051","0"
"2020","Special outside fire","Outside or special property","4910","3"
"2020","Special outside fire","Parking","970","3"
"2020","Special outside fire","Residential","7164","3"
"2020","Special outside fire","Roadway","2961","2"
"2020","Special outside fire","Storage","1432","1"
"2020","Special outside fire",NULL,"1452","1"
"2020","Structure Fire","Assembly","5190","4"
"2020","Structure Fire","Educational","999","3"
"2020","Structure Fire","Health Care, Detention & Correction","1811","2"
"2020","Structure Fire","Industrial, Utility, Defense, Agriculture, Mining","1473","4"
"2020","Structure Fire","Manufacturing, processing","2461","4"
"2020","Structure Fire","Mercantile, Business","8046","12"
"2020","Structure Fire","Outside or special property","5025","0"
"2020","Structure Fire","Parking","4394","7"
"2020","Structure Fire","Residential","135765","127"
"2020","Structure Fire","Roadway","5514","4"
"2020","Structure Fire","Storage","9018","15"
"2020","Structure Fire",NULL,"3833","1"
"2020",NULL,"Assembly","1","0"
"2020",NULL,"Educational","1","0"
