"state","fdid","fd_name","year","fires","batteries"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2008","45","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2009","63","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2010","61","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2011","32","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2012","17","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2013","22","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2014","61","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2015","56","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2016","72","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2017","81","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2018","74","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2019","104","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2020","99","1"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2021","81","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2022","4","0"
"FL","19182","BREVARD COUNTY FIRE RESCUE","2023","38","0"
"FL","23032","Panama City Fire Dept","2002","66","0"
"FL","23032","Panama City Fire Dept","2003","98","0"
"FL","23032","Panama City Fire Dept","2004","88","0"
"FL","23032","Panama City Fire Dept","2005","79","0"
"FL","23032","Panama City Fire Dept","2006","57","0"
"FL","23032","Panama City Fire Dept","2007","60","0"
"FL","23032","Panama City Fire Dept","2008","51","0"
"FL","23032","Panama City Fire Dept","2009","58","0"
"FL","23032","Panama City Fire Dept","2010","48","0"
"FL","23032","Panama City Fire Dept","2011","44","0"
"FL","23032","Panama City Fire Dept","2012","59","0"
"FL","23032","Panama City Fire Dept","2013","57","0"
"FL","23032","Panama City Fire Dept","2014","47","0"
"FL","23032","Panama City Fire Dept","2015","25","0"
"FL","23032","Panama City Fire Dept","2016","63","0"
"FL","23032","Panama City Fire Dept","2017","49","0"
"FL","23032","Panama City Fire Dept","2018","62","0"
"FL","23032","Panama City Fire Dept","2019","50","0"
"FL","23032","Panama City Fire Dept","2020","44","1"
"FL","23032","Panama City Fire Dept","2021","55","0"
"FL","23032","Panama City Fire Dept","2022","40","0"
"FL","23032","Panama City Fire Dept","2023","36","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2006","68","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2007","56","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2008","57","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2009","48","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2010","67","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2011","56","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2012","52","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2013","51","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2014","70","1"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2015","76","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2016","77","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2017","68","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2018","67","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2019","95","1"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2020","67","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2021","66","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2022","92","0"
"FL","23181","BAY COUNTY EMERGENCY SERVICES","2023","80","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2004","3","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2005","48","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2006","52","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2007","89","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2008","62","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2009","99","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2010","111","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2011","128","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2012","127","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2013","85","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2014","74","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2015","61","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2016","63","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2017","29","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2018","75","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2019","48","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2020","59","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2021","1","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2022","89","0"
"FL","26032","OSCEOLA CO FIRERESCUE","2023","111","1"
"FL","28042","PASCO COUNTY FIRE RESCUE","2002","183","1"
"FL","28042","PASCO COUNTY FIRE RESCUE","2003","291","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2004","271","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2005","288","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2006","290","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2007","304","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2008","329","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2009","321","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2010","305","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2011","300","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2012","270","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2013","308","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2014","266","1"
"FL","28042","PASCO COUNTY FIRE RESCUE","2015","266","1"
"FL","28042","PASCO COUNTY FIRE RESCUE","2016","274","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2017","232","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2018","199","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2019","197","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2020","235","1"
"FL","28042","PASCO COUNTY FIRE RESCUE","2021","173","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2022","217","0"
"FL","28042","PASCO COUNTY FIRE RESCUE","2023","229","1"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2003","105","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2004","112","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2005","77","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2006","87","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2007","80","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2008","75","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2009","77","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2010","69","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2011","75","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2012","69","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2013","45","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2014","59","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2015","37","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2016","17","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2017","34","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2018","37","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2019","73","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2020","61","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2021","74","1"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2022","73","0"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2023","77","0"
"GA","00801","Bartow County Fire Department","2009","73","0"
"GA","00801","Bartow County Fire Department","2010","113","0"
"GA","00801","Bartow County Fire Department","2011","76","0"
"GA","00801","Bartow County Fire Department","2012","113","0"
"GA","00801","Bartow County Fire Department","2013","100","0"
"GA","00801","Bartow County Fire Department","2014","82","0"
"GA","00801","Bartow County Fire Department","2015","58","0"
"GA","00801","Bartow County Fire Department","2016","84","0"
"GA","00801","Bartow County Fire Department","2017","76","1"
"GA","00801","Bartow County Fire Department","2018","77","0"
"GA","00801","Bartow County Fire Department","2019","78","2"
"GA","00801","Bartow County Fire Department","2020","100","0"
"GA","00801","Bartow County Fire Department","2021","71","0"
"GA","00801","Bartow County Fire Department","2022","60","1"
"GA","00801","Bartow County Fire Department","2023","67","0"
"GA","02201","Carroll County Fire Rescue","2003","109","0"
"GA","02201","Carroll County Fire Rescue","2004","115","0"
"GA","02201","Carroll County Fire Rescue","2006","106","0"
"GA","02201","Carroll County Fire Rescue","2007","122","0"
"GA","02201","Carroll County Fire Rescue","2008","103","0"
"GA","02201","Carroll County Fire Rescue","2009","69","0"
"GA","02201","Carroll County Fire Rescue","2010","74","0"
"GA","02201","Carroll County Fire Rescue","2011","107","0"
"GA","02201","Carroll County Fire Rescue","2012","96","0"
"GA","02201","Carroll County Fire Rescue","2013","86","0"
"GA","02201","Carroll County Fire Rescue","2014","51","0"
"GA","02201","Carroll County Fire Rescue","2015","66","0"
"GA","02201","Carroll County Fire Rescue","2016","96","0"
"GA","02201","Carroll County Fire Rescue","2017","108","0"
"GA","02201","Carroll County Fire Rescue","2018","91","0"
"GA","02201","Carroll County Fire Rescue","2019","94","1"
"GA","02201","Carroll County Fire Rescue","2020","75","0"
"GA","02201","Carroll County Fire Rescue","2021","42","0"
"GA","02201","Carroll County Fire Rescue","2022","96","0"
"GA","02201","Carroll County Fire Rescue","2023","82","0"
"GA","03301","Cobb Co Fire Dept","2002","333","0"
"GA","03301","Cobb Co Fire Dept","2003","376","0"
"GA","03301","Cobb Co Fire Dept","2004","374","0"
"GA","03301","Cobb Co Fire Dept","2005","369","0"
"GA","03301","Cobb Co Fire Dept","2006","436","0"
"GA","03301","Cobb Co Fire Dept","2007","429","0"
"GA","03301","Cobb Co Fire Dept","2008","379","0"
"GA","03301","Cobb Co Fire Dept","2009","204","0"
"GA","03301","Cobb Co Fire Dept","2010","315","0"
"GA","03301","Cobb Co Fire Dept","2011","363","0"
"GA","03301","Cobb Co Fire Dept","2012","335","0"
"GA","03301","Cobb Co Fire Dept","2013","273","1"
"GA","03301","Cobb Co Fire Dept","2014","333","0"
"GA","03301","Cobb Co Fire Dept","2015","395","1"
"GA","03301","Cobb Co Fire Dept","2016","485","0"
"GA","03301","Cobb Co Fire Dept","2017","393","1"
"GA","03301","Cobb Co Fire Dept","2018","370","0"
"GA","03301","Cobb Co Fire Dept","2019","352","1"
"GA","03301","Cobb Co Fire Dept","2020","387","1"
"GA","03301","Cobb Co Fire Dept","2021","36","0"
"GA","03301","Cobb Co Fire Dept","2022","422","0"
"GA","03301","Cobb Co Fire Dept","2023","347","0"
"GA","04405","Dekalb County Fire Rescue","2002","764","0"
"GA","04405","Dekalb County Fire Rescue","2003","564","0"
"GA","04405","Dekalb County Fire Rescue","2005","509","0"
"GA","04405","Dekalb County Fire Rescue","2006","327","0"
"GA","04405","Dekalb County Fire Rescue","2007","481","0"
"GA","04405","Dekalb County Fire Rescue","2008","487","0"
"GA","04405","Dekalb County Fire Rescue","2009","452","0"
"GA","04405","Dekalb County Fire Rescue","2010","638","0"
"GA","04405","Dekalb County Fire Rescue","2011","719","0"
"GA","04405","Dekalb County Fire Rescue","2012","545","0"
"GA","04405","Dekalb County Fire Rescue","2013","490","0"
"GA","04405","Dekalb County Fire Rescue","2014","518","0"
"GA","04405","Dekalb County Fire Rescue","2015","477","1"
"GA","04405","Dekalb County Fire Rescue","2016","205","0"
"GA","04405","Dekalb County Fire Rescue","2017","512","0"
"GA","04405","Dekalb County Fire Rescue","2018","434","1"
"GA","04405","Dekalb County Fire Rescue","2019","435","0"
"GA","04405","Dekalb County Fire Rescue","2020","473","0"
"GA","04405","Dekalb County Fire Rescue","2021","439","0"
"GA","04405","Dekalb County Fire Rescue","2022","452","1"
"GA","04405","Dekalb County Fire Rescue","2023","383","0"
"GA","05702","Rome Fire Dept","2002","39","0"
"GA","05702","Rome Fire Dept","2003","21","0"
"GA","05702","Rome Fire Dept","2005","162","0"
"GA","05702","Rome Fire Dept","2006","201","0"
"GA","05702","Rome Fire Dept","2007","170","0"
"GA","05702","Rome Fire Dept","2008","135","0"
"GA","05702","Rome Fire Dept","2009","91","0"
"GA","05702","Rome Fire Dept","2010","166","0"
"GA","05702","Rome Fire Dept","2011","143","0"
"GA","05702","Rome Fire Dept","2012","145","0"
"GA","05702","Rome Fire Dept","2013","122","0"
"GA","05702","Rome Fire Dept","2014","155","0"
"GA","05702","Rome Fire Dept","2015","111","0"
"GA","05702","Rome Fire Dept","2016","160","1"
"GA","05702","Rome Fire Dept","2017","143","0"
"GA","05702","Rome Fire Dept","2018","104","0"
"GA","05702","Rome Fire Dept","2019","125","0"
"GA","05702","Rome Fire Dept","2020","106","0"
"GA","05702","Rome Fire Dept","2021","109","0"
"GA","05702","Rome Fire Dept","2022","113","0"
"GA","05702","Rome Fire Dept","2023","137","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2002","44","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2003","58","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2004","13","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2006","73","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2007","82","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2008","72","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2009","81","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2010","115","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2011","114","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2012","89","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2013","87","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2014","95","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2015","93","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2016","95","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2017","99","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2018","94","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2019","74","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2020","45","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2021","20","0"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2022","60","2"
"GA","05801","FORSYTH COUNTY VOL  FIRE DEPT","2023","96","0"
"GA","06001","Atlanta Fire Rescue Dept","2002","1365","0"
"GA","06001","Atlanta Fire Rescue Dept","2003","1362","1"
"GA","06001","Atlanta Fire Rescue Dept","2007","1141","0"
"GA","06001","Atlanta Fire Rescue Dept","2008","1156","0"
"GA","06001","Atlanta Fire Rescue Dept","2009","1018","0"
"GA","06001","Atlanta Fire Rescue Dept","2010","1104","0"
"GA","06001","Atlanta Fire Rescue Dept","2011","1074","0"
"GA","06001","Atlanta Fire Rescue Dept","2012","923","0"
"GA","06001","Atlanta Fire Rescue Dept","2013","845","0"
"GA","06001","Atlanta Fire Rescue Dept","2014","885","0"
"GA","06001","Atlanta Fire Rescue Dept","2015","672","0"
"GA","06001","Atlanta Fire Rescue Dept","2016","597","0"
"GA","06001","Atlanta Fire Rescue Dept","2017","488","0"
"GA","06001","Atlanta Fire Rescue Dept","2018","553","3"
"GA","06001","Atlanta Fire Rescue Dept","2019","469","1"
"GA","06001","Atlanta Fire Rescue Dept","2020","433","1"
"GA","06001","Atlanta Fire Rescue Dept","2021","246","0"
"GA","06001","Atlanta Fire Rescue Dept","2022","259","0"
"GA","06001","Atlanta Fire Rescue Dept","2023","236","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2003","66","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2004","4","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2006","61","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2010","73","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2011","66","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2012","40","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2013","45","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2014","98","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2015","123","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2016","128","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2017","13","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2018","74","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2019","9","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2020","43","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2021","58","1"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2022","83","0"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2023","59","0"
"GA","06302","Brunswick Fire Department","2003","46","0"
"GA","06302","Brunswick Fire Department","2004","16","0"
"GA","06302","Brunswick Fire Department","2005","23","0"
"GA","06302","Brunswick Fire Department","2006","35","0"
"GA","06302","Brunswick Fire Department","2007","46","0"
"GA","06302","Brunswick Fire Department","2008","32","0"
"GA","06302","Brunswick Fire Department","2009","32","0"
"GA","06302","Brunswick Fire Department","2010","40","0"
"GA","06302","Brunswick Fire Department","2011","51","0"
"GA","06302","Brunswick Fire Department","2012","12","0"
"GA","06302","Brunswick Fire Department","2013","17","0"
"GA","06302","Brunswick Fire Department","2014","73","0"
"GA","06302","Brunswick Fire Department","2015","77","0"
"GA","06302","Brunswick Fire Department","2016","64","0"
"GA","06302","Brunswick Fire Department","2017","64","0"
"GA","06302","Brunswick Fire Department","2018","57","0"
"GA","06302","Brunswick Fire Department","2019","65","0"
"GA","06302","Brunswick Fire Department","2020","45","0"
"GA","06302","Brunswick Fire Department","2021","40","1"
"GA","06302","Brunswick Fire Department","2022","53","0"
"GA","06302","Brunswick Fire Department","2023","20","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2002","378","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2003","167","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2004","28","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2005","27","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2006","17","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2007","306","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2008","400","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2009","307","1"
"GA","06701","Gwinnett Co Fire Emer Svcs","2010","374","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2011","370","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2012","370","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2013","348","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2014","357","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2015","427","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2016","506","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2017","444","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2018","410","1"
"GA","06701","Gwinnett Co Fire Emer Svcs","2019","430","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2020","293","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2021","28","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2022","141","0"
"GA","06701","Gwinnett Co Fire Emer Svcs","2023","425","1"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2005","52","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2006","25","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2007","41","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2008","67","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2009","70","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2010","149","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2011","113","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2012","56","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2013","104","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2014","103","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2015","102","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2016","124","1"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2017","151","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2018","161","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2019","119","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2020","114","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2021","85","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2022","89","0"
"GA","09204","VALDOSTA FIRE DEPARTMENT","2023","87","0"
"GA","10706","Newton County FD","2002","48","0"
"GA","10706","Newton County FD","2003","58","0"
"GA","10706","Newton County FD","2005","61","0"
"GA","10706","Newton County FD","2006","96","0"
"GA","10706","Newton County FD","2007","84","0"
"GA","10706","Newton County FD","2008","24","0"
"GA","10706","Newton County FD","2010","7","0"
"GA","10706","Newton County FD","2011","76","0"
"GA","10706","Newton County FD","2012","73","0"
"GA","10706","Newton County FD","2013","117","0"
"GA","10706","Newton County FD","2014","124","0"
"GA","10706","Newton County FD","2015","103","0"
"GA","10706","Newton County FD","2016","130","0"
"GA","10706","Newton County FD","2017","53","0"
"GA","10706","Newton County FD","2018","67","0"
"GA","10706","Newton County FD","2019","20","0"
"GA","10706","Newton County FD","2022","110","1"
"GA","10706","Newton County FD","2023","63","1"
"GA","12202","Rockdale Fire Department","2003","87","0"
"GA","12202","Rockdale Fire Department","2004","54","0"
"GA","12202","Rockdale Fire Department","2005","70","0"
"GA","12202","Rockdale Fire Department","2006","93","0"
"GA","12202","Rockdale Fire Department","2007","76","0"
"GA","12202","Rockdale Fire Department","2008","98","0"
"GA","12202","Rockdale Fire Department","2009","65","0"
"GA","12202","Rockdale Fire Department","2010","68","0"
"GA","12202","Rockdale Fire Department","2011","104","0"
"GA","12202","Rockdale Fire Department","2012","100","0"
"GA","12202","Rockdale Fire Department","2013","93","0"
"GA","12202","Rockdale Fire Department","2014","117","0"
"GA","12202","Rockdale Fire Department","2015","98","0"
"GA","12202","Rockdale Fire Department","2016","90","1"
"GA","12202","Rockdale Fire Department","2017","87","0"
"GA","12202","Rockdale Fire Department","2018","11","0"
"GA","12202","Rockdale Fire Department","2019","100","0"
"GA","12202","Rockdale Fire Department","2020","61","0"
"GA","12202","Rockdale Fire Department","2021","135","0"
"GA","12202","Rockdale Fire Department","2022","132","0"
"GA","12202","Rockdale Fire Department","2023","99","1"
"GA","14601","Walker County Emergency Svcs","2002","47","0"
"GA","14601","Walker County Emergency Svcs","2003","28","0"
"GA","14601","Walker County Emergency Svcs","2004","80","0"
"GA","14601","Walker County Emergency Svcs","2005","14","0"
"GA","14601","Walker County Emergency Svcs","2006","50","0"
"GA","14601","Walker County Emergency Svcs","2007","95","0"
"GA","14601","Walker County Emergency Svcs","2008","92","0"
"GA","14601","Walker County Emergency Svcs","2009","48","0"
"GA","14601","Walker County Emergency Svcs","2010","66","0"
"GA","14601","Walker County Emergency Svcs","2011","87","0"
"GA","14601","Walker County Emergency Svcs","2012","70","0"
"GA","14601","Walker County Emergency Svcs","2013","79","0"
"GA","14601","Walker County Emergency Svcs","2014","86","1"
"GA","14601","Walker County Emergency Svcs","2015","63","0"
"GA","14601","Walker County Emergency Svcs","2016","55","0"
"GA","14601","Walker County Emergency Svcs","2017","76","0"
"GA","14601","Walker County Emergency Svcs","2018","90","0"
"GA","14601","Walker County Emergency Svcs","2019","75","0"
"GA","14601","Walker County Emergency Svcs","2020","69","0"
"GA","14601","Walker County Emergency Svcs","2021","65","0"
"GA","14601","Walker County Emergency Svcs","2022","60","0"
"GA","14601","Walker County Emergency Svcs","2023","47","0"
"HI","52000","Honolulu Fire Department","2003","23","0"
"HI","52000","Honolulu Fire Department","2004","263","0"
"HI","52000","Honolulu Fire Department","2005","277","0"
"HI","52000","Honolulu Fire Department","2006","287","0"
"HI","52000","Honolulu Fire Department","2007","403","0"
"HI","52000","Honolulu Fire Department","2008","392","1"
"HI","52000","Honolulu Fire Department","2009","296","0"
"HI","52000","Honolulu Fire Department","2010","362","1"
"HI","52000","Honolulu Fire Department","2011","431","0"
"HI","52000","Honolulu Fire Department","2012","381","0"
"HI","52000","Honolulu Fire Department","2013","310","0"
"HI","52000","Honolulu Fire Department","2014","290","2"
"HI","52000","Honolulu Fire Department","2015","257","2"
"HI","52000","Honolulu Fire Department","2016","293","1"
"HI","52000","Honolulu Fire Department","2017","285","1"
"HI","52000","Honolulu Fire Department","2018","265","2"
"HI","52000","Honolulu Fire Department","2019","288","0"
"HI","52000","Honolulu Fire Department","2020","203","1"
"HI","52000","Honolulu Fire Department","2021","220","1"
"HI","52000","Honolulu Fire Department","2022","203","2"
"HI","52000","Honolulu Fire Department","2023","259","6"
"HI","54000","Maui Fire Department","2002","79","0"
"HI","54000","Maui Fire Department","2003","80","0"
"HI","54000","Maui Fire Department","2004","111","0"
"HI","54000","Maui Fire Department","2005","109","0"
"HI","54000","Maui Fire Department","2006","122","0"
"HI","54000","Maui Fire Department","2007","49","0"
"HI","54000","Maui Fire Department","2008","102","0"
"HI","54000","Maui Fire Department","2009","79","0"
"HI","54000","Maui Fire Department","2010","69","0"
"HI","54000","Maui Fire Department","2011","95","0"
"HI","54000","Maui Fire Department","2012","77","0"
"HI","54000","Maui Fire Department","2013","60","0"
"HI","54000","Maui Fire Department","2014","52","0"
"HI","54000","Maui Fire Department","2015","62","0"
"HI","54000","Maui Fire Department","2016","65","0"
"HI","54000","Maui Fire Department","2017","53","0"
"HI","54000","Maui Fire Department","2018","76","0"
"HI","54000","Maui Fire Department","2019","49","0"
"HI","54000","Maui Fire Department","2020","15","0"
"HI","54000","Maui Fire Department","2021","7","0"
"HI","54000","Maui Fire Department","2022","61","2"
"HI","54000","Maui Fire Department","2023","46","0"
"IA","07009","WATERLOO FIRE DEPT","2005","16","0"
"IA","07009","WATERLOO FIRE DEPT","2009","28","0"
"IA","07009","WATERLOO FIRE DEPT","2010","6","0"
"IA","07009","WATERLOO FIRE DEPT","2011","50","0"
"IA","07009","WATERLOO FIRE DEPT","2012","75","0"
"IA","07009","WATERLOO FIRE DEPT","2013","53","0"
"IA","07009","WATERLOO FIRE DEPT","2014","42","0"
"IA","07009","WATERLOO FIRE DEPT","2015","50","0"
"IA","07009","WATERLOO FIRE DEPT","2016","59","0"
"IA","07009","WATERLOO FIRE DEPT","2017","72","0"
"IA","07009","WATERLOO FIRE DEPT","2018","72","0"
"IA","07009","WATERLOO FIRE DEPT","2019","67","0"
"IA","07009","WATERLOO FIRE DEPT","2020","44","0"
"IA","07009","WATERLOO FIRE DEPT","2021","36","0"
"IA","07009","WATERLOO FIRE DEPT","2022","64","0"
"IA","07009","WATERLOO FIRE DEPT","2023","74","1"
"IA","57003","CEDAR RAPIDS","2002","84","0"
"IA","57003","CEDAR RAPIDS","2004","81","0"
"IA","57003","CEDAR RAPIDS","2005","88","0"
"IA","57003","CEDAR RAPIDS","2006","85","0"
"IA","57003","CEDAR RAPIDS","2007","34","0"
"IA","57003","CEDAR RAPIDS","2008","146","0"
