"state","fdid","fd_name","year","fires","batteries"
"AL","04101","Florence FD","2010","52","0"
"AL","04101","Florence FD","2011","50","0"
"AL","04101","Florence FD","2012","41","0"
"AL","04101","Florence FD","2013","36","0"
"AL","04101","Florence FD","2014","49","0"
"AL","04101","Florence FD","2015","52","0"
"AL","04101","Florence FD","2016","49","0"
"AL","04101","Florence FD","2017","52","0"
"AL","04101","Florence FD","2018","53","0"
"AL","04101","Florence FD","2019","51","0"
"AL","04101","Florence FD","2020","11","0"
"AL","04101","Florence FD","2021","61","1"
"AL","04101","Florence FD","2022","34","0"
"AL","04101","Florence FD","2023","75","0"
"AL","06301","Tuscaloosa FD","2003","146","0"
"AL","06301","Tuscaloosa FD","2004","214","0"
"AL","06301","Tuscaloosa FD","2005","195","0"
"AL","06301","Tuscaloosa FD","2006","206","0"
"AL","06301","Tuscaloosa FD","2007","190","0"
"AL","06301","Tuscaloosa FD","2008","192","0"
"AL","06301","Tuscaloosa FD","2009","236","0"
"AL","06301","Tuscaloosa FD","2010","322","0"
"AL","06301","Tuscaloosa FD","2011","243","0"
"AL","06301","Tuscaloosa FD","2012","166","0"
"AL","06301","Tuscaloosa FD","2013","190","0"
"AL","06301","Tuscaloosa FD","2014","164","0"
"AL","06301","Tuscaloosa FD","2015","155","0"
"AL","06301","Tuscaloosa FD","2016","123","0"
"AL","06301","Tuscaloosa FD","2017","24","0"
"AL","06301","Tuscaloosa FD","2019","95","0"
"AL","06301","Tuscaloosa FD","2021","236","1"
"AL","06301","Tuscaloosa FD","2022","149","0"
"AL","06301","Tuscaloosa FD","2023","95","0"
"AR","66600","FORT SMITH","2002","168","0"
"AR","66600","FORT SMITH","2003","150","0"
"AR","66600","FORT SMITH","2004","108","0"
"AR","66600","FORT SMITH","2005","104","0"
"AR","66600","FORT SMITH","2006","137","0"
"AR","66600","FORT SMITH","2007","132","0"
"AR","66600","FORT SMITH","2008","198","0"
"AR","66600","FORT SMITH","2009","144","0"
"AR","66600","FORT SMITH","2010","150","0"
"AR","66600","FORT SMITH","2011","154","0"
"AR","66600","FORT SMITH","2012","136","0"
"AR","66600","FORT SMITH","2013","135","0"
"AR","66600","FORT SMITH","2014","161","0"
"AR","66600","FORT SMITH","2015","131","0"
"AR","66600","FORT SMITH","2016","128","1"
"AR","66600","FORT SMITH","2017","126","0"
"AR","66600","FORT SMITH","2018","185","0"
"AR","66600","FORT SMITH","2019","149","0"
"AR","66600","FORT SMITH","2020","128","0"
"AR","66600","FORT SMITH","2021","152","1"
"AR","66600","FORT SMITH","2022","155","0"
"AR","66600","FORT SMITH","2023","73","0"
"AR","72300","SPRINGDALE","2004","55","0"
"AR","72300","SPRINGDALE","2005","78","0"
"AR","72300","SPRINGDALE","2006","52","0"
"AR","72300","SPRINGDALE","2007","68","0"
"AR","72300","SPRINGDALE","2008","71","0"
"AR","72300","SPRINGDALE","2009","62","0"
"AR","72300","SPRINGDALE","2010","62","0"
"AR","72300","SPRINGDALE","2011","52","0"
"AR","72300","SPRINGDALE","2012","73","0"
"AR","72300","SPRINGDALE","2013","69","0"
"AR","72300","SPRINGDALE","2014","67","0"
"AR","72300","SPRINGDALE","2015","30","0"
"AR","72300","SPRINGDALE","2016","59","0"
"AR","72300","SPRINGDALE","2017","93","1"
"AR","72300","SPRINGDALE","2018","77","0"
"AR","72300","SPRINGDALE","2019","49","0"
"AR","72300","SPRINGDALE","2020","62","0"
"AR","72300","SPRINGDALE","2021","49","0"
"AR","72300","SPRINGDALE","2022","53","1"
"AR","72300","SPRINGDALE","2023","52","0"
"AZ","08052","Chandler Fire Department","2004","54","0"
"AZ","08052","Chandler Fire Department","2005","90","0"
"AZ","08052","Chandler Fire Department","2006","4","0"
"AZ","08052","Chandler Fire Department","2007","69","0"
"AZ","08052","Chandler Fire Department","2008","65","0"
"AZ","08052","Chandler Fire Department","2009","58","0"
"AZ","08052","Chandler Fire Department","2010","17","0"
"AZ","08052","Chandler Fire Department","2012","30","0"
"AZ","08052","Chandler Fire Department","2013","21","0"
"AZ","08052","Chandler Fire Department","2015","35","0"
"AZ","08052","Chandler Fire Department","2016","33","0"
"AZ","08052","Chandler Fire Department","2017","64","1"
"AZ","08052","Chandler Fire Department","2018","50","0"
"AZ","08052","Chandler Fire Department","2019","163","0"
"AZ","08052","Chandler Fire Department","2020","181","0"
"AZ","08052","Chandler Fire Department","2021","219","0"
"AZ","08052","Chandler Fire Department","2022","166","0"
"AZ","08052","Chandler Fire Department","2023","203","0"
"AZ","08113","Gilbert Fire Dept","2005","5","0"
"AZ","08113","Gilbert Fire Dept","2006","27","0"
"AZ","08113","Gilbert Fire Dept","2007","38","0"
"AZ","08113","Gilbert Fire Dept","2008","35","0"
"AZ","08113","Gilbert Fire Dept","2009","28","0"
"AZ","08113","Gilbert Fire Dept","2010","34","0"
"AZ","08113","Gilbert Fire Dept","2011","41","0"
"AZ","08113","Gilbert Fire Dept","2012","26","0"
"AZ","08113","Gilbert Fire Dept","2013","23","0"
"AZ","08113","Gilbert Fire Dept","2014","30","0"
"AZ","08113","Gilbert Fire Dept","2015","40","0"
"AZ","08113","Gilbert Fire Dept","2016","62","0"
"AZ","08113","Gilbert Fire Dept","2017","66","0"
"AZ","08113","Gilbert Fire Dept","2018","74","0"
"AZ","08113","Gilbert Fire Dept","2019","70","0"
"AZ","08113","Gilbert Fire Dept","2020","77","0"
"AZ","08113","Gilbert Fire Dept","2021","72","0"
"AZ","08113","Gilbert Fire Dept","2022","63","1"
"AZ","08113","Gilbert Fire Dept","2023","46","3"
"AZ","08183","Mesa Fire Department","2003","285","0"
"AZ","08183","Mesa Fire Department","2004","318","0"
"AZ","08183","Mesa Fire Department","2005","202","0"
"AZ","08183","Mesa Fire Department","2006","176","0"
"AZ","08183","Mesa Fire Department","2007","182","2"
"AZ","08183","Mesa Fire Department","2008","147","0"
"AZ","08183","Mesa Fire Department","2009","117","0"
"AZ","08183","Mesa Fire Department","2010","124","0"
"AZ","08183","Mesa Fire Department","2011","152","0"
"AZ","08183","Mesa Fire Department","2012","132","0"
"AZ","08183","Mesa Fire Department","2013","117","0"
"AZ","08183","Mesa Fire Department","2014","161","0"
"AZ","08183","Mesa Fire Department","2015","142","0"
"AZ","08183","Mesa Fire Department","2016","159","1"
"AZ","08183","Mesa Fire Department","2017","123","0"
"AZ","08183","Mesa Fire Department","2018","159","0"
"AZ","08183","Mesa Fire Department","2019","173","0"
"AZ","08183","Mesa Fire Department","2020","165","0"
"AZ","08183","Mesa Fire Department","2021","180","0"
"AZ","08183","Mesa Fire Department","2022","213","0"
"AZ","08183","Mesa Fire Department","2023","212","1"
"AZ","08203","City of Phoenix Fire Depart","2004","377","0"
"AZ","08203","City of Phoenix Fire Depart","2005","856","0"
"AZ","08203","City of Phoenix Fire Depart","2006","1221","0"
"AZ","08203","City of Phoenix Fire Depart","2007","1120","0"
"AZ","08203","City of Phoenix Fire Depart","2008","1124","0"
"AZ","08203","City of Phoenix Fire Depart","2009","1131","0"
"AZ","08203","City of Phoenix Fire Depart","2010","1141","0"
"AZ","08203","City of Phoenix Fire Depart","2011","1112","0"
"AZ","08203","City of Phoenix Fire Depart","2012","903","0"
"AZ","08203","City of Phoenix Fire Depart","2013","1090","0"
"AZ","08203","City of Phoenix Fire Depart","2014","1126","1"
"AZ","08203","City of Phoenix Fire Depart","2015","981","0"
"AZ","08203","City of Phoenix Fire Depart","2016","1140","0"
"AZ","08203","City of Phoenix Fire Depart","2017","1128","0"
"AZ","08203","City of Phoenix Fire Depart","2018","1096","0"
"AZ","08203","City of Phoenix Fire Depart","2019","1050","0"
"AZ","08203","City of Phoenix Fire Depart","2020","562","0"
"AZ","08203","City of Phoenix Fire Depart","2021","628","0"
"AZ","08203","City of Phoenix Fire Depart","2022","1033","0"
"AZ","08203","City of Phoenix Fire Depart","2023","1052","0"
"AZ","08293","Tempe Fire Administration","2005","99","0"
"AZ","08293","Tempe Fire Administration","2006","114","0"
"AZ","08293","Tempe Fire Administration","2007","86","0"
"AZ","08293","Tempe Fire Administration","2008","111","0"
"AZ","08293","Tempe Fire Administration","2009","102","0"
"AZ","08293","Tempe Fire Administration","2010","98","0"
"AZ","08293","Tempe Fire Administration","2011","134","0"
"AZ","08293","Tempe Fire Administration","2012","92","0"
"AZ","08293","Tempe Fire Administration","2013","134","0"
"AZ","08293","Tempe Fire Administration","2014","125","0"
"AZ","08293","Tempe Fire Administration","2015","111","0"
"AZ","08293","Tempe Fire Administration","2016","89","0"
"AZ","08293","Tempe Fire Administration","2017","55","0"
"AZ","08293","Tempe Fire Administration","2018","76","0"
"AZ","08293","Tempe Fire Administration","2019","103","1"
"AZ","08293","Tempe Fire Administration","2020","139","0"
"AZ","08293","Tempe Fire Administration","2021","141","0"
"AZ","08293","Tempe Fire Administration","2022","175","0"
"AZ","08293","Tempe Fire Administration","2023","138","1"
"AZ","15073","City of Yuma Fire Department","2004","9","0"
"AZ","15073","City of Yuma Fire Department","2005","67","0"
"AZ","15073","City of Yuma Fire Department","2006","69","0"
"AZ","15073","City of Yuma Fire Department","2007","55","0"
"AZ","15073","City of Yuma Fire Department","2008","66","0"
"AZ","15073","City of Yuma Fire Department","2009","97","0"
"AZ","15073","City of Yuma Fire Department","2010","88","0"
"AZ","15073","City of Yuma Fire Department","2011","66","0"
"AZ","15073","City of Yuma Fire Department","2012","55","0"
"AZ","15073","City of Yuma Fire Department","2013","39","1"
"AZ","15073","City of Yuma Fire Department","2014","36","0"
"AZ","15073","City of Yuma Fire Department","2015","44","0"
"AZ","15073","City of Yuma Fire Department","2016","59","0"
"AZ","15073","City of Yuma Fire Department","2017","57","1"
"AZ","15073","City of Yuma Fire Department","2018","59","0"
"AZ","15073","City of Yuma Fire Department","2019","57","0"
"AZ","15073","City of Yuma Fire Department","2020","62","0"
"AZ","15073","City of Yuma Fire Department","2021","55","0"
"AZ","15073","City of Yuma Fire Department","2022","37","0"
"AZ","15073","City of Yuma Fire Department","2023","58","0"
"CA","01008","ALAMEDA COUNTY FD","2005","78","0"
"CA","01008","ALAMEDA COUNTY FD","2006","101","1"
"CA","01008","ALAMEDA COUNTY FD","2007","201","0"
"CA","01008","ALAMEDA COUNTY FD","2008","132","0"
"CA","01008","ALAMEDA COUNTY FD","2009","135","1"
"CA","01008","ALAMEDA COUNTY FD","2010","178","0"
"CA","01008","ALAMEDA COUNTY FD","2011","299","0"
"CA","01008","ALAMEDA COUNTY FD","2012","86","0"
"CA","01008","ALAMEDA COUNTY FD","2016","94","0"
"CA","01008","ALAMEDA COUNTY FD","2017","140","0"
"CA","01008","ALAMEDA COUNTY FD","2018","123","0"
"CA","01008","ALAMEDA COUNTY FD","2019","127","0"
"CA","01008","ALAMEDA COUNTY FD","2020","35","0"
"CA","01008","ALAMEDA COUNTY FD","2021","93","0"
"CA","01008","ALAMEDA COUNTY FD","2022","106","0"
"CA","01008","ALAMEDA COUNTY FD","2023","160","1"
"CA","01040","FREMONT FD","2005","48","0"
"CA","01040","FREMONT FD","2006","23","0"
"CA","01040","FREMONT FD","2007","104","0"
"CA","01040","FREMONT FD","2008","99","0"
"CA","01040","FREMONT FD","2009","103","1"
"CA","01040","FREMONT FD","2010","77","0"
"CA","01040","FREMONT FD","2011","110","0"
"CA","01040","FREMONT FD","2012","37","0"
"CA","01040","FREMONT FD","2013","18","0"
"CA","01040","FREMONT FD","2014","78","0"
"CA","01040","FREMONT FD","2015","15","0"
"CA","01040","FREMONT FD","2016","71","0"
"CA","01040","FREMONT FD","2017","52","0"
"CA","01040","FREMONT FD","2018","58","1"
"CA","01040","FREMONT FD","2019","67","0"
"CA","01040","FREMONT FD","2020","36","0"
"CA","01040","FREMONT FD","2021","54","0"
"CA","01040","FREMONT FD","2022","73","0"
"CA","01040","FREMONT FD","2023","63","0"
"CA","04010","CHICO FD","2005","72","0"
"CA","04010","CHICO FD","2006","50","0"
"CA","04010","CHICO FD","2007","87","0"
"CA","04010","CHICO FD","2008","74","0"
"CA","04010","CHICO FD","2009","79","0"
"CA","04010","CHICO FD","2010","63","0"
"CA","04010","CHICO FD","2011","54","0"
"CA","04010","CHICO FD","2012","60","0"
"CA","04010","CHICO FD","2013","77","0"
"CA","04010","CHICO FD","2014","115","0"
"CA","04010","CHICO FD","2015","65","0"
"CA","04010","CHICO FD","2016","115","0"
"CA","04010","CHICO FD","2017","101","0"
"CA","04010","CHICO FD","2018","113","0"
"CA","04010","CHICO FD","2019","124","0"
"CA","04010","CHICO FD","2020","72","0"
"CA","04010","CHICO FD","2021","48","0"
"CA","04010","CHICO FD","2022","110","1"
"CA","04010","CHICO FD","2023","65","0"
"CA","10030","FRESNO FD","2004","480","0"
"CA","10030","FRESNO FD","2006","145","0"
"CA","10030","FRESNO FD","2007","587","0"
"CA","10030","FRESNO FD","2008","137","0"
"CA","10030","FRESNO FD","2009","55","0"
"CA","10030","FRESNO FD","2010","146","0"
"CA","10030","FRESNO FD","2012","163","0"
"CA","10030","FRESNO FD","2013","353","0"
"CA","10030","FRESNO FD","2014","304","1"
"CA","10030","FRESNO FD","2016","471","1"
"CA","10030","FRESNO FD","2017","499","0"
"CA","10030","FRESNO FD","2018","495","0"
"CA","10030","FRESNO FD","2019","507","0"
"CA","10030","FRESNO FD","2020","476","0"
"CA","10030","FRESNO FD","2021","332","0"
"CA","10030","FRESNO FD","2022","215","0"
"CA","10030","FRESNO FD","2023","132","0"
"CA","10032","FRESNO COUNTY FPD","2006","35","0"
"CA","10032","FRESNO COUNTY FPD","2007","134","0"
"CA","10032","FRESNO COUNTY FPD","2008","157","0"
"CA","10032","FRESNO COUNTY FPD","2009","144","0"
"CA","10032","FRESNO COUNTY FPD","2010","120","0"
"CA","10032","FRESNO COUNTY FPD","2011","140","0"
"CA","10032","FRESNO COUNTY FPD","2012","87","0"
"CA","10032","FRESNO COUNTY FPD","2013","134","0"
"CA","10032","FRESNO COUNTY FPD","2014","129","0"
"CA","10032","FRESNO COUNTY FPD","2015","132","0"
"CA","10032","FRESNO COUNTY FPD","2016","132","0"
"CA","10032","FRESNO COUNTY FPD","2017","127","0"
"CA","10032","FRESNO COUNTY FPD","2018","142","0"
"CA","10032","FRESNO COUNTY FPD","2019","67","0"
"CA","10032","FRESNO COUNTY FPD","2020","137","0"
"CA","10032","FRESNO COUNTY FPD","2021","109","0"
"CA","10032","FRESNO COUNTY FPD","2022","112","0"
"CA","10032","FRESNO COUNTY FPD","2023","117","1"
"CA","15005","BAKERSFIELD FD","2006","14","0"
"CA","15005","BAKERSFIELD FD","2007","14","0"
"CA","15005","BAKERSFIELD FD","2010","10","0"
"CA","15005","BAKERSFIELD FD","2016","201","1"
"CA","15005","BAKERSFIELD FD","2017","321","2"
"CA","15005","BAKERSFIELD FD","2018","334","0"
"CA","15005","BAKERSFIELD FD","2019","358","0"
"CA","15005","BAKERSFIELD FD","2020","274","0"
"CA","15005","BAKERSFIELD FD","2021","407","0"
"CA","15005","BAKERSFIELD FD","2023","307","0"
"CA","15010","KERN CFD","2005","469","0"
"CA","15010","KERN CFD","2006","433","2"
"CA","15010","KERN CFD","2007","452","0"
"CA","15010","KERN CFD","2008","307","0"
"CA","15010","KERN CFD","2009","327","0"
"CA","15010","KERN CFD","2011","247","0"
"CA","15010","KERN CFD","2012","413","2"
"CA","15010","KERN CFD","2013","438","1"
"CA","15010","KERN CFD","2014","317","1"
"CA","15010","KERN CFD","2015","366","0"
"CA","15010","KERN CFD","2016","424","0"
"CA","15010","KERN CFD","2017","413","0"
"CA","15010","KERN CFD","2018","382","0"
"CA","15010","KERN CFD","2019","429","0"
"CA","15010","KERN CFD","2020","365","0"
"CA","15010","KERN CFD","2021","509","0"
"CA","15010","KERN CFD","2022","551","0"
"CA","15010","KERN CFD","2023","482","0"
"CA","16015","KINGS CFD","2005","85","0"
"CA","16015","KINGS CFD","2006","73","0"
"CA","16015","KINGS CFD","2007","65","0"
"CA","16015","KINGS CFD","2008","64","0"
"CA","16015","KINGS CFD","2009","71","0"
"CA","16015","KINGS CFD","2010","32","0"
"CA","16015","KINGS CFD","2011","71","0"
"CA","16015","KINGS CFD","2012","37","0"
"CA","16015","KINGS CFD","2013","53","0"
"CA","16015","KINGS CFD","2014","52","0"
"CA","16015","KINGS CFD","2015","53","0"
"CA","16015","KINGS CFD","2016","41","0"
"CA","16015","KINGS CFD","2017","45","1"
"CA","16015","KINGS CFD","2018","48","0"
"CA","16015","KINGS CFD","2019","60","0"
"CA","16015","KINGS CFD","2020","70","0"
"CA","16015","KINGS CFD","2021","81","1"
"CA","16015","KINGS CFD","2022","73","0"
"CA","16015","KINGS CFD","2023","81","0"
"CA","19105","LOS ANGELES CITY FD","2005","2847","1"
"CA","19105","LOS ANGELES CITY FD","2006","3023","0"
"CA","19105","LOS ANGELES CITY FD","2007","2874","0"
"CA","19105","LOS ANGELES CITY FD","2008","2546","0"
"CA","19105","LOS ANGELES CITY FD","2009","2377","1"
"CA","19105","LOS ANGELES CITY FD","2010","2340","0"
"CA","19105","LOS ANGELES CITY FD","2011","2342","1"
"CA","19105","LOS ANGELES CITY FD","2012","1780","0"
"CA","19105","LOS ANGELES CITY FD","2013","2557","1"
"CA","19105","LOS ANGELES CITY FD","2014","2542","1"
"CA","19105","LOS ANGELES CITY FD","2015","2476","0"
"CA","19105","LOS ANGELES CITY FD","2016","2654","1"
"CA","19105","LOS ANGELES CITY FD","2017","3437","0"
"CA","19105","LOS ANGELES CITY FD","2018","3814","1"
"CA","19105","LOS ANGELES CITY FD","2019","4009","2"
"CA","19105","LOS ANGELES CITY FD","2020","3083","0"
"CA","19105","LOS ANGELES CITY FD","2021","3393","3"
"CA","19105","LOS ANGELES CITY FD","2022","3257","1"
"CA","19105","LOS ANGELES CITY FD","2023","1352","0"
"CA","19110","LOS ANGELES COUNTY FD","2005","1323","0"
"CA","19110","LOS ANGELES COUNTY FD","2008","648","0"
"CA","19110","LOS ANGELES COUNTY FD","2010","1046","0"
"CA","19110","LOS ANGELES COUNTY FD","2011","1018","0"
"CA","19110","LOS ANGELES COUNTY FD","2012","294","0"
"CA","19110","LOS ANGELES COUNTY FD","2013","552","1"
"CA","19110","LOS ANGELES COUNTY FD","2014","731","0"
"CA","19110","LOS ANGELES COUNTY FD","2015","794","0"
"CA","19110","LOS ANGELES COUNTY FD","2016","706","0"
"CA","19110","LOS ANGELES COUNTY FD","2017","792","0"
"CA","19110","LOS ANGELES COUNTY FD","2018","798","0"
"CA","19110","LOS ANGELES COUNTY FD","2019","742","0"
"CA","19110","LOS ANGELES COUNTY FD","2020","907","3"
"CA","19110","LOS ANGELES COUNTY FD","2021","914","1"
"CA","19110","LOS ANGELES COUNTY FD","2022","745","0"
"CA","19110","LOS ANGELES COUNTY FD","2023","942","1"
"CA","19145","PASADENA FD","2005","106","0"
"CA","19145","PASADENA FD","2006","37","0"
"CA","19145","PASADENA FD","2007","71","0"
"CA","19145","PASADENA FD","2008","75","0"
"CA","19145","PASADENA FD","2009","43","0"
"CA","19145","PASADENA FD","2010","73","0"
"CA","19145","PASADENA FD","2011","61","0"
"CA","19145","PASADENA FD","2012","60","0"
"CA","19145","PASADENA FD","2013","70","1"
"CA","19145","PASADENA FD","2014","54","0"
"CA","19145","PASADENA FD","2015","88","0"
"CA","19145","PASADENA FD","2016","108","0"
"CA","19145","PASADENA FD","2017","98","0"
"CA","19145","PASADENA FD","2018","97","0"
"CA","19145","PASADENA FD","2019","119","0"
"CA","19145","PASADENA FD","2020","92","0"
"CA","19145","PASADENA FD","2021","100","0"
"CA","19145","PASADENA FD","2022","101","0"
"CA","19145","PASADENA FD","2023","49","0"
"CA","24035","MERCED CFD","2005","23","0"
"CA","24035","MERCED CFD","2006","25","0"
"CA","24035","MERCED CFD","2007","88","0"
"CA","24035","MERCED CFD","2008","77","0"
"CA","24035","MERCED CFD","2009","70","0"
"CA","24035","MERCED CFD","2010","78","0"
"CA","24035","MERCED CFD","2011","95","0"
"CA","24035","MERCED CFD","2012","51","0"
"CA","24035","MERCED CFD","2013","108","0"
"CA","24035","MERCED CFD","2014","88","0"
"CA","24035","MERCED CFD","2015","79","0"
"CA","24035","MERCED CFD","2016","78","0"
"CA","24035","MERCED CFD","2017","104","0"
"CA","24035","MERCED CFD","2018","69","0"
"CA","24035","MERCED CFD","2019","35","0"
"CA","24035","MERCED CFD","2020","76","0"
"CA","24035","MERCED CFD","2021","69","0"
"CA","24035","MERCED CFD","2022","67","1"
"CA","24035","MERCED CFD","2023","54","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2005","431","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2006","224","1"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2007","529","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2008","596","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2009","521","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2010","353","1"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2011","358","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2012","242","1"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2013","337","1"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2014","421","3"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2015","482","2"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2016","478","9"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2017","518","4"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2018","510","8"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2019","553","3"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2020","530","4"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2021","596","0"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2022","562","9"
"CA","30065","ORANGE COUNTY FIRE AUTHORITY","2023","446","4"
"CA","33054","MORENO VALLEY FD","2006","15","0"
"CA","33054","MORENO VALLEY FD","2007","105","0"
"CA","33054","MORENO VALLEY FD","2008","61","0"
"CA","33054","MORENO VALLEY FD","2009","69","0"
"CA","33054","MORENO VALLEY FD","2010","60","0"
"CA","33054","MORENO VALLEY FD","2011","79","0"
"CA","33054","MORENO VALLEY FD","2012","41","0"
"CA","33054","MORENO VALLEY FD","2013","90","0"
"CA","33054","MORENO VALLEY FD","2014","67","0"
"CA","33054","MORENO VALLEY FD","2015","60","0"
"CA","33054","MORENO VALLEY FD","2016","59","0"
"CA","33054","MORENO VALLEY FD","2017","71","0"
"CA","33054","MORENO VALLEY FD","2018","65","0"
"CA","33054","MORENO VALLEY FD","2019","32","0"
"CA","33054","MORENO VALLEY FD","2020","81","0"
"CA","33054","MORENO VALLEY FD","2021","96","0"
"CA","33054","MORENO VALLEY FD","2022","79","1"
"CA","33054","MORENO VALLEY FD","2023","64","1"
"CA","33075","RIVERSIDE FD","2005","169","0"
"CA","33075","RIVERSIDE FD","2006","80","0"
"CA","33075","RIVERSIDE FD","2007","109","0"
"CA","33075","RIVERSIDE FD","2008","151","0"
"CA","33075","RIVERSIDE FD","2009","162","0"
"CA","33075","RIVERSIDE FD","2010","34","0"
"CA","33075","RIVERSIDE FD","2012","56","0"
"CA","33075","RIVERSIDE FD","2013","195","1"
"CA","33075","RIVERSIDE FD","2014","57","1"
"CA","33075","RIVERSIDE FD","2015","147","0"
"CA","33075","RIVERSIDE FD","2016","149","1"
"CA","33075","RIVERSIDE FD","2017","151","2"
