"state","fdid","fd_name","year","month","prop_use","property","casualties","tod","area_orig","room","fire_sprd","city","state_id","zip5","sup_fac","wkt"
"NC","02315","SHELBY FIRE DEPARTMENT","2020","12","579","Motor vehicle or boat sales, services, repair","No","23","47","Vehicle storage area; garage, carport","4","shelby","nc","28152","","SRID=4326;POINT(-81.471809 35.263064)"
"NC","04509","Mills River Fire Department","2020","4","808","Outbuilding or shed","No","3","14","Common room, den, family room, living room, lounge","2","mills rivertownshi","nc","28759","","SRID=4326;POINT(-82.591172 35.371464)"
"NC","07902","Eden Fire Department","2020","4","926","Outbuilding, protective shelter","No","18","20","Function area, other","4","eden","nc","27288","","SRID=4326;POINT(-79.797052 36.479551)"
"NC","06019","PINEVILLE FIRE RESCUE","2020","12","429","Multifamily dwellings","No","20","14","Common room, den, family room, living room, lounge","2","charlotte","nc","28226","","SRID=4326;POINT(-80.861242 35.091473)"
"NV","03050","CLARK COUNTY FIRE DEPARTMENT","2020","1","808","Outbuilding or shed","No","11","40","Storage area, other","2","las vegas","nv","89104","","SRID=4326;POINT(-115.09543 36.149866)"
"NH","90316","Claremont Fire Department","2020","1","459","Residential board and care","No","15","05","Entrance way, lobby","2","claremont","nh","03743","","SRID=4326;POINT(-72.351805 43.364441)"
"NE","17007","York Fire Dept","2020","4","419","1 or 2 family dwelling","No","0","40","Storage area, other","2","york","ne","68467","","SRID=4326;POINT(-97.588479 40.88193)"
"NV","03050","CLARK COUNTY FIRE DEPARTMENT","2020","1","400","Residential, other","No","23","21","Bedroom - < 5 persons; included are jail or prison","1","las vegas","nv","89179","","SRID=4326;POINT(-115.253659 35.988297)"
"NY","04001","BINGHAMTON FIRE DEPARTMENT","2020","4","419","1 or 2 family dwelling","No","6","24","Cooking area, kitchen","2","binghamton","ny","13905","","SRID=4326;POINT(-75.950371 42.11062)"
"NV","03001","Henderson Fire Department","2020","3","419","1 or 2 family dwelling","No","20","47","Vehicle storage area; garage, carport","2","henderson","nv","89015","","SRID=4326;POINT(-114.968366 36.051673)"
"NY","22014","MOHAWK FIRE DEPARTMENT","2020","5","419","1 or 2 family dwelling","No","18","20","Function area, other","2","ilion","ny","13350","","SRID=4326;POINT(-75.060654 43.003117)"
"NY","04011","ENDICOTT FIRE DEPARTMENT","2020","6","419","1 or 2 family dwelling","No","16","24","Cooking area, kitchen","2","endicott","ny","13760","NNN","SRID=4326;POINT(-76.054996 42.108806)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","2","429","Multifamily dwellings","No","0","14","Common room, den, family room, living room, lounge","2","new york city","ny","10003","315, 000","SRID=4326;POINT(-73.986377 40.736108)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","1","419","1 or 2 family dwelling","No","14","93","Courtyard, patio, porch, terrace","4","new york city","ny","10304","NNN","SRID=4326;POINT(-74.081128 40.607319)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","9","241","Adult education center, college classroom","No","23","61","Machinery room or area; elevator machinery room","2","new york city","ny","10031","132","SRID=4326;POINT(-73.948135 40.821804)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","7","429","Multifamily dwellings","Yes","11","14","Common room, den, family room, living room, lounge","3","new york city","ny","10473","100, 715","SRID=4326;POINT(-73.854024 40.824991)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","8","419","1 or 2 family dwelling","No","18","05","Entrance way, lobby","2","new york city","ny","11219","NNN","SRID=4326;POINT(-74.001418 40.638677)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","9","419","1 or 2 family dwelling","Yes","9","14","Common room, den, family room, living room, lounge","2","new york city","ny","11373","315, 177, 316","SRID=4326;POINT(-73.86778 40.738538)"
"OH","13203","CENTRAL JT FIRE EMS DISTRICT","2020","1","419","1 or 2 family dwelling","No","2","24","Cooking area, kitchen","2","batavia","oh","45103","","SRID=4326;POINT(-84.131703 39.069406)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","9","419","1 or 2 family dwelling","No","20","72","Exterior balcony, unenclosed porch","1","new york city","ny","10305","NNN","SRID=4326;POINT(-74.062161 40.610706)"
"OH","13119","BETHEL TATE FIRE DEPARTMENT","2020","7","419","1 or 2 family dwelling","Yes","14","24","Cooking area, kitchen","2","bethel","oh","45106","","SRID=4326;POINT(-84.082382 38.891872)"
"NY","24001","FIRE DEPARTMENT OF NEW YORK","2020","10","419","1 or 2 family dwelling","No","11","41","Storage room, area, tank, or bin","2","new york city","ny","10312","NNN","SRID=4326;POINT(-74.178116 40.555296)"
"OH","13109","MIAMI TWP FIRE EMS","2020","10","419","1 or 2 family dwelling","No","16","43","Storage: supplies or tools; dead storage","2","milford","oh","45150","NNN","SRID=4326;POINT(-84.255 39.200325)"
"OH","57011","DAYTON FIRE DEPARTMENT","2020","11","419","1 or 2 family dwelling","No","11","71","Substructure area or space, crawl space","1","dayton","oh","45406","","SRID=4326;POINT(-84.225632 39.793807)"
"OH","48017","TOLEDO FIRE DEPARTMENT","2020","3","419","1 or 2 family dwelling","No","19","26","Laundry area, wash house (laundry)","2","toledo","oh","43609","","SRID=4326;POINT(-83.591381 41.633159)"
"OH","18039","GARFIELD HEIGHTS FIRE DEPARTME","2020","6","419","1 or 2 family dwelling","Yes","9","14","Common room, den, family room, living room, lounge","4","garfield heights","oh","44125","","SRID=4326;POINT(-81.592592 41.414243)"
"OH","57011","DAYTON FIRE DEPARTMENT","2020","1","429","Multifamily dwellings","Yes","3","14","Common room, den, family room, living room, lounge","3","dayton","oh","45406","","SRID=4326;POINT(-84.206314 39.768631)"
"OK","02004","Amorita & Byron","2020","1","600","Utility, defense, agriculture, mining, other","No","9","60","Equipment or service area, other","1","byron","ok","73722","325","SRID=4326;POINT(-98.29396 36.901972)"
"OH","76105","JACKSON TWP FIRE DEPARTMENT","2020","10","419","1 or 2 family dwelling","No","13","21","Bedroom - < 5 persons; included are jail or prison","1","canton","oh","44718","","SRID=4326;POINT(-81.480564 40.868428)"
"OH","74017","TIFFIN FIRERESCUE DIVISION","2020","1","141","Athletic/health club","No","5","09","Egress/exit, other","1","tiffin","oh","44883","","SRID=4326;POINT(-83.192301 41.119181)"
"OK","61012","Quinton","2020","9","419","1 or 2 family dwelling","No","20","21","Bedroom - < 5 persons; included are jail or prison","2","quinton","ok","74561","","SRID=4326;POINT(-95.366328 35.129778)"
"OH","88011","SYCAMORE VOL FIRE RESCUE","2020","3","808","Outbuilding or shed","No","23","60","Equipment or service area, other","1","upper sandusky","oh","43351","","SRID=4326;POINT(-83.313786 40.828153)"
"PA","06777","City of Reading","2020","1","960","Street, other","No","6","83","Engine area, running gear, wheel area",NULL,"reading","pa","19604","","SRID=4326;POINT(-75.911698 40.350911)"
"PA","22054","Londonderry Township Fire Comp","2020","9","419","1 or 2 family dwelling","No","16","43","Storage: supplies or tools; dead storage","1","londonderrytownshi","pa","17057","","SRID=4326;POINT(-76.706142 40.170502)"
"OR","00485","Tualatin Valley FR","2020","7","419","1 or 2 family dwelling","No","20","14","Common room, den, family room, living room, lounge","2","portland","or","97229","NNN","SRID=4326;POINT(-122.830858 45.556353)"
"PA","40007","Dallas Fire and Ambulance","2020","2","419","1 or 2 family dwelling","No","14","23","Dining room, cafeteria bar area, beverage service","2","dallastownship of","pa","18612","","SRID=4326;POINT(-75.938132 41.332369)"
"PA","37024","New Castle Central Station","2020","12","419","1 or 2 family dwelling","No","21","14","Common room, den, family room, living room, lounge","2","new castle","pa","16101","","SRID=4326;POINT(-80.335502 41.024724)"
"PA","46192","Upper Pottsgrove Twp. Fire Co.","2020","11","419","1 or 2 family dwelling","No","17","21","Bedroom - < 5 persons; included are jail or prison","1","upper pottsgroveto","pa","19464","","SRID=4326;POINT(-75.640218 40.28836)"
"PA","36064","Lancaster Fire Headquarters","2020","4","807","Outside material storage area","No","6","47","Vehicle storage area; garage, carport","4","lancaster","pa","17603","","SRID=4326;POINT(-76.315238 40.035634)"
"PA","51001","Philadelphia Fire Dept","2020","7","400","Residential, other","No","7","21","Bedroom - < 5 persons; included are jail or prison","2","philadelphia","pa","19140","","SRID=4326;POINT(-75.159151 40.005817)"
"PA","48045","Allen Township Fire Co1","2020","3","419","1 or 2 family dwelling","Yes","9","24","Cooking area, kitchen","1","allentownship of","pa","18067","","SRID=4326;POINT(-75.492187 40.726973)"
"PA","48046","East Allen Fire Departments","2020","8","891","Warehouse","No","22","45","Shipping/receiving area; loading area, dock or bay","1","east allen twp naza","pa","18064","","SRID=4326;POINT(-75.38189 40.713094)"
"TN","54131","Englewood Fire Rescue","2020","5","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","englewood","tn","37329","","SRID=4326;POINT(-84.554864 35.420839)"
"PA","67099","York City","2020","4","419","1 or 2 family dwelling","No","23","05","Entrance way, lobby","2","york","pa","17404","","SRID=4326;POINT(-76.743086 39.954342)"
"SC","10302","Charleston FD","2020","1","429","Multifamily dwellings","No","6","21","Bedroom - < 5 persons; included are jail or prison","2","charleston","sc","29412","NNN","SRID=4326;POINT(-79.976536 32.746359)"
"SC","10302","Charleston FD","2020","3","419","1 or 2 family dwelling","No","10","93","Courtyard, patio, porch, terrace","2","charleston","sc","29407","NNN","SRID=4326;POINT(-80.023544 32.81826)"
"TN","75443","Murfreesboro Fire Rescue ","2020","12","891","Warehouse","No","8","41","Storage room, area, tank, or bin","2","murfreesboro","tn","37127","","SRID=4326;POINT(-86.360082 35.780232)"
"TN","59233","Lewisburg Fire Dept","2020","7","429","Multifamily dwellings","No","22","14","Common room, den, family room, living room, lounge","3","lewisburg","tn","37091","","SRID=4326;POINT(-86.80981 35.452726)"
"TX","DH714","Grand Prairie FD","2020","5","419","1 or 2 family dwelling","No","16","21","Bedroom - < 5 persons; included are jail or prison","2","grand prairie","tx","75052","NNN","SRID=4326;POINT(-97.054022 32.683502)"
"TX","CR402","Columbus VFD","2020","2","419","1 or 2 family dwelling","No","23","81","Operator/passenger area of transportation equip.","4","columbus","tx","78934","","SRID=4326;POINT(-96.537616 29.715943)"
"TX","HP504","Gladewater FD","2020","1","UUU","Undetermined","No","13","UU","Undetermined","4","gladewater","tx","75647","NNN","SRID=4326;POINT(-94.928271 32.583806)"
"TX","GS413","Sugar Land FD","2020","6","400","Residential, other","No","19","05","Entrance way, lobby","2","sugar land","tx","77479","","SRID=4326;POINT(-95.583803 29.57211)"
"TX","DR610","Lewisville FD","2020","10","419","1 or 2 family dwelling","No","14","21","Bedroom - < 5 persons; included are jail or prison","2","lewisville","tx","75067","","SRID=4326;POINT(-97.01812 33.034737)"
"TX","KA501","Aldine F&R","2020","5","449","Hotel/motel, commercial","Yes","1","76","Wall surface: exterior","1","houston","tx","77090","724","SRID=4326;POINT(-95.425193 30.003731)"
"VA","10700","Loudoun Co Fire Rescue","2020","7","419","1 or 2 family dwelling","No","19","42","Closet","2","sterling","va","20165","","SRID=4326;POINT(-77.368294 39.051677)"
"TX","SG613","Nacogdoches FD","2020","11","429","Multifamily dwellings","No","23","24","Cooking area, kitchen","1","nacogdoches","tx","75965","","SRID=4326;POINT(-94.636451 31.649092)"
"TX","WC701","Abilene FD","2020","6","808","Outbuilding or shed","No","19","40","Storage area, other","2","abilene","tx","79602","","SRID=4326;POINT(-99.735813 32.439594)"
"VA","57000","Colonial Heights Fire EMS","2020","6","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","2","colonial heights","va","23834","NNN","SRID=4326;POINT(-77.389699 37.271668)"
"VA","15301","PRINCE WILLIAM FIRE RESCUE","2020","6","419","1 or 2 family dwelling","No","2","47","Vehicle storage area; garage, carport","1","bristow","va","20136","NNN","SRID=4326;POINT(-77.596783 38.759082)"
"VA","66000","Harrisonburg Fire Dept","2020","9","419","1 or 2 family dwelling","No","22","14","Common room, den, family room, living room, lounge","2","city of harrisonburg","va","22801","NNN","SRID=4326;POINT(-78.875499 38.422456)"
"WA","05D03","Clallam #3, Sequim","2020","9","429","Multifamily dwellings","No","18","21","Bedroom - < 5 persons; included are jail or prison","2","sequim","wa","98382","313, 411","SRID=4326;POINT(-123.082264 48.072958)"
"WA","06M05","Vancouver Fire Dept","2020","6","419","1 or 2 family dwelling","No","11","09","Egress/exit, other","2","vancouver","wa","98661","","SRID=4326;POINT(-122.646308 45.640874)"
"VA","81000","Virginia Beach Fire Dept","2020","10","700","Manufacturing, processing","No","19","65","Maintenance shop or area, paint shop or area","3","virginia beach","va","23453","437","SRID=4326;POINT(-76.06189 36.792852)"
"WA","17M15","Seattle Fire Dept","2020","8","241","Adult education center, college classroom","No","5","65","Maintenance shop or area, paint shop or area","2","seattle","wa","98106","","SRID=4326;POINT(-122.354611145188 47.5498920304939)"
"WA","17M08","Kent Fire Dept","2020","8","419","1 or 2 family dwelling","No","10","47","Vehicle storage area; garage, carport","2","kent","wa","98042","","SRID=4326;POINT(-122.128634 47.39912)"
"WA","32D01","Spokane1 Spokane Valley","2020","7","881","Parking garage, (detached residential garage)","No","22","47","Vehicle storage area; garage, carport","5","spokane valley","wa","99206","","SRID=4326;POINT(-117.256427 47.689212)"
"WA","27D06","Pierce6 Central Pierce","2020","12","419","1 or 2 family dwelling","No","18","72","Exterior balcony, unenclosed porch","3","parkland","wa","98445","NNN","SRID=4326;POINT(-122.413835 47.132171)"
"WA","15D05","Island5 Central Whidbey","2020","11","639","Communications center","No","15","60","Equipment or service area, other","1","coupeville","wa","98239","NNN","SRID=4326;POINT(-122.686619 48.214486)"
"WA","32D01","Spokane1 Spokane Valley","2020","8","429","Multifamily dwellings","No","2","47","Vehicle storage area; garage, carport","4","spokane valley","wa","99206","","SRID=4326;POINT(-117.256742 47.6538)"
"WA","31D01","Snohomish1","2020","5","419","1 or 2 family dwelling","No","18","47","Vehicle storage area; garage, carport","2","lynnwood","wa","98087","","SRID=4326;POINT(-122.28393 47.875667)"
"WA","34D08","Thurston8 South Bay","2020","9","419","1 or 2 family dwelling","No","22","14","Common room, den, family room, living room, lounge","2","olympia","wa","98516","","SRID=4326;POINT(-122.78861 47.082199)"
"WI","14200","Beaver Dam Fire Department","2020","5","429","Multifamily dwellings","No","4","27","Office","2","city of beaver dam","wi","53916","100","SRID=4326;POINT(-88.823667 43.472199)"
"WI","05040","Green Bay Fire Department","2020","12","419","1 or 2 family dwelling","No","7","21","Bedroom - < 5 persons; included are jail or prison","2","city of green bay","wi","54302","NNN","SRID=4326;POINT(-87.985015 44.487859)"
"WA","36M04","Walla Walla Fire Department","2020","9","361","Jail, prison (not juvenile)","No","20","61","Machinery room or area; elevator machinery room","1","walla walla","wa","99362","","SRID=4326;POINT(-118.359088 46.079754)"
"AK","19710","Naukati VFD","2021","5","419","1 or 2 family dwelling","No","22","93","Courtyard, patio, porch, terrace","5","naukati bay","ak","99921","434","SRID=4326;POINT(-133.117022 55.513301)"
"WI","16160","Parkland Fire Dept","2020","2","882","Parking garage, general vehicle","No","13","65","Maintenance shop or area, paint shop or area","4","parkland","wi","54874","","SRID=4326;POINT(-91.943528 46.604235)"
"WI","30020","KENOSHA FIRE DEPARTMENT","2020","3","429","Multifamily dwellings","No","14","21","Bedroom - < 5 persons; included are jail or prison","2","kenosha","wi","53142","NNN","SRID=4326;POINT(-87.929384 42.570737)"
"AL","04101","Florence FD","2021","12","419","1 or 2 family dwelling","No","17","83","Engine area, running gear, wheel area",NULL,"florence","al","35630","","SRID=4326;POINT(-87.659415 34.823928)"
"AK","25101","Greater Palmer FD","2021","10","808","Outbuilding or shed","No","12","21","Bedroom - < 5 persons; included are jail or prison","2","palmer","ak","99645","","SRID=4326;POINT(-149.064354 61.611354)"
"AL","06301","Tuscaloosa FD","2021","10","429","Multifamily dwellings","No","4","21","Bedroom - < 5 persons; included are jail or prison","2","tuscaloosa","al","35401","","SRID=4326;POINT(-87.563716 33.211462)"
"AL","02901","Station One","2021","6","419","1 or 2 family dwelling","No","2","UU","Undetermined",NULL,"wetumpka","al","36093","","SRID=4326;POINT(-86.197628 32.520163)"
"AZ","03142","Sedona Fire District","2021","2","419","1 or 2 family dwelling","No","3","47","Vehicle storage area; garage, carport","2","sedona","az","86351","","SRID=4326;POINT(-111.74944 34.786564)"
"AR","12600","HEBER SPRINGS","2021","2","100","Assembly, other","No","16","41","Storage room, area, tank, or bin","1","heber springs","ar","72543","","SRID=4326;POINT(-92.027032 35.498019)"
"AR","66600","FORT SMITH","2021","7","419","1 or 2 family dwelling","No","2","24","Cooking area, kitchen","2","fort smith","ar","72904","NNN","SRID=4326;POINT(-94.396786 35.425874)"
"CA","16015","KINGS CFD","2021","3","429","Multifamily dwellings","No","19","24","Cooking area, kitchen","1","corcoran","ca","93212","","SRID=4326;POINT(-119.557821 36.097867)"
"CA","30020","COSTA MESA FD","2021","8","549","Specialty shop","No","21","13","Assembly area - less than 100 persons","3","costa mesa","ca","92627","NNN","SRID=4326;POINT(-117.927355 33.632372)"
"CA","19105","LOS ANGELES CITY FD","2021","3","400","Residential, other","No","12","40","Storage area, other","4","reseda","ca","91335","","SRID=4326;POINT(-118.53871 34.19118)"
"CA","27025","NORTH COUNTY FPD","2021","11","419","1 or 2 family dwelling","No","3","24","Cooking area, kitchen","1","prunedale","ca","93907","","SRID=4326;POINT(-121.645097 36.786587)"
"CA","19105","LOS ANGELES CITY FD","2021","6","419","1 or 2 family dwelling","No","11","21","Bedroom - < 5 persons; included are jail or prison","4","los angeles","ca","90036","","SRID=4326;POINT(-118.34501 34.07786)"
"CA","19110","LOS ANGELES COUNTY FD","2021","5","881","Parking garage, (detached residential garage)","No","3","47","Vehicle storage area; garage, carport","4","whittier","ca","90606","134","SRID=4326;POINT(-118.061213 33.993326)"
"CA","33010","BEAUMONT FD","2021","3","419","1 or 2 family dwelling","No","14","47","Vehicle storage area; garage, carport","4","beaumont","ca","92223","NNN","SRID=4326;POINT(-117.000806 33.956459)"
"CA","27060","MONTEREY FD","2021","9","881","Parking garage, (detached residential garage)","No","13","47","Vehicle storage area; garage, carport","2","pacific grove","ca","93950","NNN","SRID=4326;POINT(-121.920072 36.616652)"
"CA","30040","HUNTINGTON BEACH FD","2021","12","429","Multifamily dwellings","No","8","22","Bedroom - 5+ persons; including barrack/dormitory","1","huntington beach","ca","92648","","SRID=4326;POINT(-117.991558 33.691282)"
"CA","33090","RIVERSIDE CFD","2021","10","419","1 or 2 family dwelling","No","0","14","Common room, den, family room, living room, lounge","2","anza","ca","92561","NNN","SRID=4326;POINT(-116.45488 33.596826)"
"CA","36193","SAN BERNANDINO COUNTY FD","2021","8","891","Warehouse","No","16","35","Computer room, control room or center","1","fontana","ca","92337","NNN","SRID=4326;POINT(-117.522526 34.053924)"
"CA","38005","SAN FRANCISCO FD","2021","9","400","Residential, other","No","5","47","Vehicle storage area; garage, carport","4","san francisco","ca","94124","","SRID=4326;POINT(-122.38047 37.73344)"
"CA","36010","RANCHO CUCAMONGA FPD","2021","8","599","Business office","No","16","20","Function area, other","2","rancho cucamonga","ca","91730","NNN","SRID=4326;POINT(-117.545521 34.082795)"
"CA","54050","TULARE COUNTY FIRE DEPARTMENT","2021","5","419","1 or 2 family dwelling","No","1","21","Bedroom - < 5 persons; included are jail or prison","4","earlimart","ca","93219","","SRID=4326;POINT(-119.262323 35.875918)"
"CA","40055","PISMO BEACH FD","2021","11","419","1 or 2 family dwelling","No","21","47","Vehicle storage area; garage, carport","1","psm","ca","93449","NNN","SRID=4326;POINT(-120.669664 35.155819)"
"CA","37170","VISTA FD AND FPD","2021","12","429","Multifamily dwellings","No","20","05","Entrance way, lobby","1","vista","ca","92083","NNN","SRID=4326;POINT(-117.282371 33.189215)"
"CA","41115","SAN MATEO COUNTY FIRE DEPT","2021","1","400","Residential, other","No","19","47","Vehicle storage area; garage, carport","2","skylondanorth","ca","94062","NNN","SRID=4326;POINT(-122.292732 37.387161)"
"FL","01012","MIAMI BEACH FIRE DEPT","2021","1","429","Multifamily dwellings","No","10","24","Cooking area, kitchen","1","miami beach","fl","33139","NNN","SRID=4326;POINT(-80.136139 25.788049)"
"CO","00180","NORTH METRO FRD","2021","4","419","1 or 2 family dwelling","No","10","23","Dining room, cafeteria bar area, beverage service","2","broomfield","co","80020","NNN","SRID=4326;POINT(-105.080167 39.918603)"
"CO","04118","COLORADO SPRINGS FD","2021","10","419","1 or 2 family dwelling","No","19","47","Vehicle storage area; garage, carport","2","colorado springs","co","80910","","SRID=4326;POINT(-104.751567 38.829585)"
"CA","47060","MT SHASTA CITY FD","2021","1","965","Vehicle parking area","No","12","82","Cargo/trunk area - all vehicles",NULL,"mount shasta","ca","96067","","SRID=4326;POINT(-122.316722 41.310013)"
"CO","04118","COLORADO SPRINGS FD","2021","12","419","1 or 2 family dwelling","No","13","47","Vehicle storage area; garage, carport","2","colorado springs","co","80904","","SRID=4326;POINT(-104.853409 38.863083)"
"FL","01032","MIAMIDADE FIRE RESCUE","2021","8","419","1 or 2 family dwelling","No","19","21","Bedroom - < 5 persons; included are jail or prison","2","surfside","fl","33154","","SRID=4326;POINT(-80.123831 25.882275)"
"FL","01032","MIAMIDADE FIRE RESCUE","2021","6","891","Warehouse","No","15","40","Storage area, other","4","miamidade","fl","33186","","SRID=4326;POINT(-80.419983 25.635004)"
"FL","03032","PLANT CITY FIRE RESCUE","2021","7","419","1 or 2 family dwelling","Yes","10","21","Bedroom - < 5 persons; included are jail or prison","2","plant city","fl","33563","","SRID=4326;POINT(-82.117387 28.013072)"
"FL","01032","MIAMIDADE FIRE RESCUE","2021","9","429","Multifamily dwellings","No","11","22","Bedroom - 5+ persons; including barrack/dormitory","1","miamidade","fl","33032","","SRID=4326;POINT(-80.404809 25.518024)"
"FL","05032","LAKELAND FD","2021","8","419","1 or 2 family dwelling","No","16","21","Bedroom - < 5 persons; included are jail or prison","4","lakeland","fl","33805","","SRID=4326;POINT(-81.97354 28.072892)"
"FL","01032","MIAMIDADE FIRE RESCUE","2021","3","419","1 or 2 family dwelling","No","1","14","Common room, den, family room, living room, lounge","4","miamidade","fl","33155","","SRID=4326;POINT(-80.287597 25.735681)"
"FL","07072","APOPKA FD                    ","2021","7","419","1 or 2 family dwelling","No","15","41","Storage room, area, tank, or bin","1","apopka","fl","32712","","SRID=4326;POINT(-81.516864 28.686694)"
"FL","06301","PALM BEACH CO FIRE RESCUE","2021","7","808","Outbuilding or shed","No","20","40","Storage area, other","4","palm beach county","fl","33467","NNN","SRID=4326;POINT(-80.163551 26.59747)"
"FL","12251","LAKE COUNTY FIRE RESCUE","2021","11","419","1 or 2 family dwelling","No","18","20","Function area, other","2","clermont","fl","34711","","SRID=4326;POINT(-81.739124 28.501876)"
"FL","09022","PENSACOLA FIRE DEPT","2021","6","419","1 or 2 family dwelling","No","16","21","Bedroom - < 5 persons; included are jail or prison","2","pensacola","fl","32503","","SRID=4326;POINT(-87.1981 30.447674)"
"FL","16072","SARASOTA COUNTY FIRE DEPT","2021","8","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","sarasota","fl","34238","NNN","SRID=4326;POINT(-82.461657 27.234157)"
"FL","15061","EAST MANATEE FIRE RESCUE","2021","3","419","1 or 2 family dwelling","No","11","47","Vehicle storage area; garage, carport","2","bradenton","fl","34211","NNN","SRID=4326;POINT(-82.427625 27.4585)"
"FL","23012","PANAMA CITY BEACH FIRE RESCUE","2021","6","116","Swimming facility: indoor or outdoor","No","22","65","Maintenance shop or area, paint shop or area","4","panama city beach","fl","32407","","SRID=4326;POINT(-85.826258 30.193135)"
"FL","17022","SEMINOLE COUNTY FIRE RESCUE","2021","6","419","1 or 2 family dwelling","No","19","21","Bedroom - < 5 persons; included are jail or prison","2","winter springs","fl","32708","NNN","SRID=4326;POINT(-81.26191 28.648619)"
"FL","16021","NORTH PORT FIRE RESCUE DIST","2021","11","419","1 or 2 family dwelling","Yes","18","21","Bedroom - < 5 persons; included are jail or prison","2","north port","fl","34286","NNN","SRID=4326;POINT(-82.187164 27.056217)"
"FL","42032","MARTIN COUNTY FIRE RESCUE","2021","12","429","Multifamily dwellings","Yes","16","14","Common room, den, family room, living room, lounge","2","jensen beach","fl","34957","NNN","SRID=4326;POINT(-80.28217 27.249547)"
"FL","23022","LYNN HAVEN FIRE EMER","2021","4","419","1 or 2 family dwelling","Yes","18","47","Vehicle storage area; garage, carport","5","lynn haven","fl","32444","","SRID=4326;POINT(-85.650746 30.240904)"
"GA","01603","STATESBORO FIRE DEPARTMENT","2021","4","419","1 or 2 family dwelling","No","16","47","Vehicle storage area; garage, carport","2","statesboro","ga","30458","","SRID=4326;POINT(-81.709218 32.391511)"
"FL","48032","CLAY CO PUBLIC SAFETY DEPT","2021","7","419","1 or 2 family dwelling","No","17","47","Vehicle storage area; garage, carport","4","gc","fl","11111","","SRID=4326;POINT(-73.948749 40.744824)"
"FL","47031","CRYSTAL RIVER FIRE DEPARTMENT","2021","6","429","Multifamily dwellings","No","23","14","Common room, den, family room, living room, lounge","1","crystal river","fl","34428","NNN","SRID=4326;POINT(-82.586071 28.90199)"
"HI","52000","Honolulu Fire Department","2021","7","419","1 or 2 family dwelling","No","16","14","Common room, den, family room, living room, lounge","2","honolulu","hi","96818","","SRID=4326;POINT(-157.903968 21.337628)"
"GA","02005","Kingsland Fire Rescue","2021","11","419","1 or 2 family dwelling","Yes","5","14","Common room, den, family room, living room, lounge","1","kingsland","ga","31548","NNN","SRID=4326;POINT(-81.688328 30.802442)"
"GA","06302","Brunswick Fire Department","2021","3","579","Motor vehicle or boat sales, services, repair","No","17","47","Vehicle storage area; garage, carport","4","brunswick","ga","31520","","SRID=4326;POINT(-81.4860596501319 31.1926023745011)"
"GA","06301","GLYNN COUNTY FIRE DEPARTMENT","2021","7","429","Multifamily dwellings","Yes","18","21","Bedroom - < 5 persons; included are jail or prison","4","brunswick","ga","31525","NNN","SRID=4326;POINT(-81.479373 31.207555)"
"ID","27101","NAMPA FIRE DEPARTMENT","2021","12","881","Parking garage, (detached residential garage)","No","11","47","Vehicle storage area; garage, carport","4","nampa","id","83651","115, 113, 112","SRID=4326;POINT(-116.570688 43.575381)"
"GA","15101","Jesup FD","2021","9","592","Bank","No","8","35","Computer room, control room or center","1","jesup","ga","31545","","SRID=4326;POINT(-81.887014 31.608241)"
"IL","CN262","GLENWOOD FD","2021","4","960","Street, other","No","14","92","Highway, parking lot, street: on or near",NULL,"glenwood","il","60425","","SRID=4326;POINT(-87.60227 41.54253)"
"IA","52005","NORTH LIBERTY FIRE DEPT","2021","3","429","Multifamily dwellings","No","20","21","Bedroom - < 5 persons; included are jail or prison","2","north liberty","ia","52317","NNN","SRID=4326;POINT(-91.609358 41.743889)"
"IL","MK141","BLOOMINGTON FD","2021","7","926","Outbuilding, protective shelter","No","13","90","Outside area, other","4","bloomington","il","61701","NNN","SRID=4326;POINT(-88.97694 40.495293)"
"IL","CS931","CHICAGO FD","2021","6","429","Multifamily dwellings","Yes","12","UU","Undetermined","3","chicago","il","60601","","SRID=4326;POINT(-87.625609 41.887033)"
"IL","MC204","TROY FPD","2021","2","419","1 or 2 family dwelling","No","20","47","Vehicle storage area; garage, carport","4","troy","il","62294","732, 714, 725","SRID=4326;POINT(-89.847331 38.692851)"
"IL","DD162","ADDISON FPD","2021","10","419","1 or 2 family dwelling","No","20","14","Common room, den, family room, living room, lounge","1","addison","il","60101","NNN","SRID=4326;POINT(-88.007624 41.937488)"
"IN","79007","Purdue University Fire Departm","2021","5","460","Dormitory type residence, other","No","11","21","Bedroom - < 5 persons; included are jail or prison","1","city of west lafayet","in","47907","NNN","SRID=4326;POINT(-86.926684 40.42664)"
"IL","PA111","PEORIA FD","2021","6","419","1 or 2 family dwelling","No","14","23","Dining room, cafeteria bar area, beverage service","1","peoria","il","61604","","SRID=4326;POINT(-89.615414 40.724935)"
